code,current,name,gender,function,category,country_code,country,country_long,disciplines,events,birth_date
1955820,True,dos SANTOS Clayton,Male,Coach,C,BRA,Brazil,Brazil,Taekwondo,,1981-07-03
1955822,True,RIBEIRO Diego,Male,Coach,C,BRA,Brazil,Brazil,Taekwondo,,1987-01-05
1955881,True,NAMAUA Tikiko,Male,Assistant Coach,C,FIJ,Fiji,Fiji,Rugby Sevens,Women,1976-05-11
1955954,True,KLAMBURG ROQUE Paula,Female,Coach,C,AUS,Australia,Australia,Artistic Swimming,Team,1989-09-20
1955958,True,ONO Shoko,Female,Coach,C,AUS,Australia,Australia,Artistic Swimming,Team,1988-11-09
1956101,True,SOARES Mateus Joao Felgueiras,Male,Coach,C,TLS,Timor-Leste,Democratic Republic of Timor-Leste,Taekwondo,,1985-02-12
1956202,True,LUZON Guy,Male,Head Coach,C,ISR,Israel,Israel,Football,Men,1975-08-17
1956206,True,CHOEN Haim,Male,Assistant Coach,C,ISR,Israel,Israel,Football,,
1956383,True,BUTALA-KOVACIC Petra,Female,Coach,C,SRB,Serbia,Serbia,Taekwondo,,1988-02-29
1956384,True,JOVIC Dragan,Male,Coach,C,SRB,Serbia,Serbia,Taekwondo,,1969-05-21
1956385,True,SAVICEVIC Veljko,Male,Coach,C,SRB,Serbia,Serbia,Taekwondo,,1978-08-19
1956422,True,BUCHNIK Victor,Male,Goalkeeper Coach,C,ISR,Israel,Israel,Football,,
1956472,True,BILIC Darko,Male,Assistant Coach,C,SRB,Serbia,Serbia,Water Polo,Men,1978-03-06
1956473,True,CIRIC Stefan,Male,Assistant Coach,C,SRB,Serbia,Serbia,Water Polo,Men,1985-08-15
1956476,True,STEVANOVIC Uros,Male,Head Coach,C,SRB,Serbia,Serbia,Water Polo,Men,1982-10-08
1956655,True,TAAFFE Robert,Male,Coach,C,IRL,Ireland,Ireland,Taekwondo,,1981-11-07
1956699,True,NSILU DILANDU Leroy,Male,Coach,C,IRL,Ireland,Ireland,Taekwondo,,2002-05-22
1956722,True,EFTIMOV Aleksandar,Male,Coach,C,MKD,North Macedonia,North Macedonia,Taekwondo,,1986-02-25
1957027,True,ADEL MOSTAFA,Male,Assistant Coach,C,EGY,Egypt,Egypt,Football,Men,1982-02-01
1957190,True,FUJIKI Mayuko,Female,Coach,C,ESP,Spain,Spain,Artistic Swimming,Team,1975-06-21
1957191,True,JIMENEZ NIETO Cecilia,Female,Coach,C,ESP,Spain,Spain,Artistic Swimming,Duet,1995-07-27
1957192,True,REQUENA PERICAS Judit,Female,Coach,C,ESP,Spain,Spain,Artistic Swimming,Team,1992-11-26
1957193,True,VEGA HERRERO Anna,Female,Coach,C,ESP,Spain,Spain,Artistic Swimming,,1979-01-12
1957222,True,ANDREO GABAN Angel Luis,Male,Assistant Coach,C,ESP,Spain,Spain,Water Polo,Women,1972-12-03
1957223,True,APARICIO SUNEN Antonio Francisco,Male,Assistant Coach,C,ESP,Spain,Spain,Water Polo,Men,1960-03-08
1957224,True,IVANOV PIRALKOV Svilen,Male,Assistant Coach,C,ESP,Spain,Spain,Water Polo,Men,1975-04-08
1957225,True,MARTIN LOZANO David,Male,Head Coach,C,ESP,Spain,Spain,Water Polo,Men,1977-01-02
1957226,True,OCA GAIA Miguel Angel,Male,Head Coach,C,ESP,Spain,Spain,Water Polo,Women,1970-04-15
1957227,True,VALLS NART Jordi,Male,Assistant Coach,C,ESP,Spain,Spain,Water Polo,Women,1977-11-04
1957429,True,KERTESZNE BORKAI Anita,Female,Coach,C,HUN,Hungary,Hungary,Artistic Gymnastics,,1969-11-14
1957645,True,CAMPODONICO Marco,Male,Coach,C,ITA,Italy,Italy,Artistic Gymnastics,,1963-05-21
1957768,True,CASELLA Enrico,Male,Coach,C,ITA,Italy,Italy,Artistic Gymnastics,,1957-01-28
1958557,True,ZHOU Tianke,Female,Coach,C,LAO,Lao PDR,Lao People's Democratic Republic,Rhythmic Gymnastics,,1977-10-21
1958748,True,ALLER CARBALLO Manuel Angel,Male,Coach,C,ESP,Spain,Spain,Basketball,,1963-04-17
1958749,True,CAMPS SAN JOSE Salvador,Male,Coach,C,ESP,Spain,Spain,Basketball,,1979-05-19
1958751,True,FERNANDEZ TARGARONA Isaac,Male,Coach,C,ESP,Spain,Spain,Basketball,,1980-01-18
1958752,True,GARCIA GUADARRAMA Victor Jesus,Male,Coach,C,ESP,Spain,Spain,Basketball,,1980-02-06
1958754,True,GUIL Luis,Male,Assistant Coach,C,ESP,Spain,Spain,Basketball,Men,1971-07-16
1958756,True,MENDEZ Miguel,Male,Coach,C,ESP,Spain,Spain,Basketball,Women,1967-03-02
1958758,True,REY Luis,Male,Assistant Coach,C,ESP,Spain,Spain,Basketball,Women,1964-08-28
1958760,True,PRADO BRANAS Joaquin,Male,Coach,C,ESP,Spain,Spain,Basketball,,1976-03-17
1958761,True,SANCHEZ CANETE CALVO Angel Luis,Male,Assistant Coach,C,ESP,Spain,Spain,Basketball,Men,1969-12-09
1958763,True,SCARIOLO Sergio,Male,Coach,C,ESP,Spain,Spain,Basketball,Men,1961-04-01
1958764,True,URIETA GUTIERREZ Madelen,Female,Assistant Coach,C,ESP,Spain,Spain,Basketball,,1981-08-21
1959349,True,CAREY Brian,Male,Coach,C,USA,United States,United States of America,Artistic Gymnastics,,1973-09-22
1959353,True,LANDI Cecile,Female,Coach,C,USA,United States,United States of America,Artistic Gymnastics,,1979-10-03
1959368,True,BRECKENRIDGE Grant,Male,Coach,C,USA,United States,United States of America,Artistic Gymnastics,,1997-04-08
1959369,True,SUN Sonia,Female,Coach,C,USA,United States,United States of America,Artistic Gymnastics,,1977-01-26
1959382,True,GRABA Jess,Male,Coach,C,USA,United States,United States of America,Artistic Gymnastics,,1968-12-26
1959384,True,GAARENSTROOM Jordan,Male,Coach,C,USA,United States,United States of America,Artistic Gymnastics,,1992-01-14
1959395,True,LANDI Laurent,Male,Coach,C,USA,United States,United States of America,Artistic Gymnastics,,1977-10-18
1959400,True,KLIMOUK Natalia,Female,Coach,C,USA,United States,United States of America,Rhythmic Gymnastics,,1968-01-09
1959405,True,CAESAR Syque,Male,Coach,C,USA,United States,United States of America,Artistic Gymnastics,,1990-08-22
1959412,True,MIKULAK Sam,Male,Coach,C,USA,United States,United States of America,Artistic Gymnastics,,1992-10-13
1959432,True,LIUKIN Valeri,Male,Coach,C,USA,United States,United States of America,Artistic Gymnastics,,1966-12-17
1960844,True,BARRIEAU Jocelyn,Female,Assistant Coach,C,CAN,Canada,Canada,Rugby Sevens,Women,1982-02-09
1960845,True,HANRATTY Jack,Male,Head Coach,C,CAN,Canada,Canada,Rugby Sevens,Women,1989-05-09
1960848,True,MONAGHAN Iain,Male,Assistant Coach,C,CAN,Canada,Canada,Rugby Sevens,Women,1980-08-08
1960860,True,JOYCE Jenn,Female,Assistant Coach,C,CAN,Canada,Canada,Rugby Sevens,Women,
1961375,True,KONE Thierry,Male,Coach,C,CIV,Côte d'Ivoire,Côte d'Ivoire,Taekwondo,,1981-07-01
1961586,True,VOLAVOLA Timoci,Male,Assistant Coach,C,FIJ,Fiji,Fiji,Rugby Sevens,Women,1978-09-27
1961712,True,TUIFUA Tevita,Male,Head Coach,C,TGA,Tonga,Tonga,Rugby Sevens,,1975-10-15
1961720,True,OTUMULI Mavae,Male,Head Coach,C,TGA,Tonga,Tonga,Rugby Sevens,,1984-07-22
1961741,True,VAIANGINA Ekitino,Male,Head Coach,C,TGA,Tonga,Tonga,Rugby Sevens,,1970-03-09
1961751,True,LIUTAI Malika,Male,Head Coach,C,TGA,Tonga,Tonga,Rugby Sevens,,1964-02-07
1961912,True,FULI Saiasi,Male,Head Coach,C,FIJ,Fiji,Fiji,Rugby Sevens,Women,1978-03-16
1962265,True,TOPPING James,Male,Head Coach,C,IRL,Ireland,Ireland,Rugby Sevens,Men,1974-12-18
1962452,True,TEMPLE-JONES Allan,Male,Head Coach,C,IRL,Ireland,Ireland,Rugby Sevens,Women,1981-01-23
1962481,True,WONG Ka Wing,Male,Coach,C,HKG,"Hong Kong, China","Hong Kong, China",Taekwondo,,1974-08-06
1963019,True,MICALE Rogerio,Male,Head Coach,C,EGY,Egypt,Egypt,Football,Men,1969-03-28
1963171,True,LERGA Javier,Male,Assistant Coach,C,ESP,Spain,Spain,Football,,1979-08-10
1963174,True,SANCHEZ Carlos,Male,Goalkeeper Coach,C,ESP,Spain,Spain,Football,,1978-01-19
1963175,True,TOME Montse,Female,Head Coach,C,ESP,Spain,Spain,Football,Women,1982-05-11
1963555,True,BAYER Steven,Male,Coach,C,BEL,Belgium,Belgium,Hockey,,1978-02-27
1963556,True,WHITE Tim,Male,Assistant Coach,C,BEL,Belgium,Belgium,Hockey,,1966-02-26
1963627,True,LOPEZ ROMERO Victor Hugo,Male,Assistant Coach,C,JPN,Japan,Japan,Handball,Men,1982-11-23
1963628,True,ORTEGA PEREZ Antonio Carlos,Male,Head Coach,C,JPN,Japan,Japan,Handball,Men,1971-07-14
1964423,True,ROCHA de REZENDE Bernardo,Male,Head Coach,C,BRA,Brazil,Brazil,Volleyball,Men,1959-08-25
1964448,True,RIBAS Giuliano,Male,Assistant Coach,C,BRA,Brazil,Brazil,Volleyball,Men,
1964453,True,LAGES GUIMARAES Jose Roberto,Male,Head Coach,C,BRA,Brazil,Brazil,Volleyball,Women,1954-07-31
1964473,True,DO REGO BARROS JUNIOR Paulo,Male,Assistant Coach,C,BRA,Brazil,Brazil,Volleyball,Women,
1964481,True,LEONALDO Roberley Luiz,Male,Assistant Coach,C,BRA,Brazil,Brazil,Volleyball,Men,
1964485,True,TABACH Ricardo,Male,Assistant Coach,C,BRA,Brazil,Brazil,Volleyball,Men,
1964492,True,COPPINI FERNANDES Wagner Luiz,Male,Assistant Coach,C,BRA,Brazil,Brazil,Volleyball,Women,
1965161,True,KEET Marcelle,Female,Assistant Coach,C,RSA,South Africa,South Africa,Hockey,,1984-10-25
1965168,True,BONNET Giles,Male,Head Coach,C,RSA,South Africa,South Africa,Hockey,,1965-02-10
1965644,True,GIL Carlos,Male,Coach,C,PAN,Panama,Panama,Artistic Gymnastics,,1985-06-12
1967242,True,LAWRENCE Natalie,Female,Assistant Coach,C,NZL,New Zealand,New Zealand,Football,,1984-07-05
1967254,True,HERST Jen,Female,Goalkeeper Coach,C,CAN,Canada,Canada,Football,,1986-04-29
1967256,True,MANDER Jasmine,Female,Assistant Coach,C,CAN,Canada,Canada,Football,,1995-05-23
1967258,True,PRIESTMAN Bev,Female,Head Coach,C,CAN,Canada,Canada,Football,Women,1986-04-28
1967262,True,SPENCE Andy,Male,Assistant Coach,C,CAN,Canada,Canada,Football,,1983-01-08
1967313,True,PARK Jae,Male,Coach,C,CAN,Canada,Canada,Taekwondo,,1969-04-19
1967315,True,THORNTON Daniel,Male,Coach,C,CAN,Canada,Canada,Taekwondo,,1974-04-21
1967332,True,LIMA Brian,Male,Head Coach,C,SAM,Samoa,Samoa,Rugby Sevens,Men,1972-01-25
1967468,True,PARADELO David,Male,Head Coach,C,CAN,Canada,Canada,Water Polo,Women,1985-10-07
1967471,True,POSTERIVO Stefano,Male,Assistant Coach,C,CAN,Canada,Canada,Water Polo,Women,1967-11-02
1967472,True,CAMPBELL Cora,Female,Assistant Coach,C,CAN,Canada,Canada,Water Polo,Women,1974-05-28
1967642,True,IGLESIAS Rodrigo,Male,Assistant Coach,C,BRA,Brazil,Brazil,Football,,
1967672,True,ALCANTARA Edson,Male,Goalkeeper Coach,C,BRA,Brazil,Brazil,Football,,
1967683,True,ELIAS Arthur,Male,Head Coach,C,BRA,Brazil,Brazil,Football,Women,1981-08-05
1968210,True,LALOMILO Faamaoni,Male,Assistant Coach,C,SAM,Samoa,Samoa,Rugby Sevens,Men,1971-01-30
1968247,True,CIRKOVIC Vedran,Male,Assistant Coach,C,AUS,Australia,Australia,Water Polo,Men,1988-03-14
1968453,True,CHERNETSKA Nataliya,Female,Coach,C,GRE,Greece,Greece,Artistic Swimming,Duet,1974-04-01
1968484,True,KAMMENOU Alexia Anna,Female,Head Coach,C,GRE,Greece,Greece,Water Polo,Women,1969-07-25
1968489,True,LEMPESIS Xenofon,Male,Assistant Coach,C,GRE,Greece,Greece,Water Polo,Women,1972-12-16
1968491,True,PYRPYRIS Anastasios,Male,Assistant Coach,C,GRE,Greece,Greece,Water Polo,Women,1983-04-15
1968492,True,SCHIZAS Anastasios,Male,Assistant Coach,C,GRE,Greece,Greece,Water Polo,Men,1977-02-18
1968495,True,VLACHOS Theodoros,Male,Head Coach,C,GRE,Greece,Greece,Water Polo,Men,1969-07-09
1968531,True,KANTZOURIS Ilias,Male,Assistant Coach,C,GRE,Greece,Greece,Basketball,Men,1973-08-11
1968540,True,SPANOULIS Vasilis,Male,Coach,C,GRE,Greece,Greece,Basketball,Men,1982-08-07
1968567,True,RAFTIS Dimitrios,Male,Coach,C,GRE,Greece,Greece,Artistic Gymnastics,,1967-12-19
1968759,True,JENNINGS Stephen,Male,Coach,C,EOR,EOR,Refugee Olympic Team,Taekwondo,,1981-12-25
1968802,True,FJELLSTROM Jens,Male,Assistant Coach,C,AUS,Australia,Australia,Football,Women,1966-10-27
1968822,True,ANDREATTA Mel,Female,Assistant Coach,C,AUS,Australia,Australia,Football,Women,1979-01-26
1968838,True,GUSTAVSSON Tony,Male,Head Coach,C,AUS,Australia,Australia,Football,Women,1973-08-14
1968868,True,van ECK Richard,Male,Assistant Coach,C,NED,Netherlands,Netherlands,Water Polo,Women,1983-03-08
1968871,True,DOUDESIS Eva,Male,Head Coach,C,NED,Netherlands,Netherlands,Water Polo,Women,1985-03-12
1968964,True,MOGHANLOU Bijan,Male,Coach,C,EGY,Egypt,Egypt,Taekwondo,,1969-10-21
1969275,True,SICOT David Patrick,Male,Coach,C,LBN,Lebanon,Lebanon,Taekwondo,,1985-10-24
1969357,True,SEKTIOUI Tarik,Male,Head Coach,C,MAR,Morocco,Morocco,Football,Men,
1969386,True,HADJI Youssouf,Male,Assistant Coach,C,MAR,Morocco,Morocco,Football,,1980-02-25
1969466,True,BADAWI Ghanem,Male,Coach,C,SYR,Syria,Syrian Arab Republic,Artistic Gymnastics,,1980-04-01
1970225,True,van der VEEN Jose,Female,Coach,C,NED,Netherlands,Netherlands,Artistic Gymnastics,,1977-05-18
1970227,True,WEVERS Vincent,Male,Coach,C,NED,Netherlands,Netherlands,Artistic Gymnastics,,1962-09-28
1970228,True,den UIJL Kevin,Male,Coach,C,NED,Netherlands,Netherlands,Artistic Gymnastics,,1995-08-22
1970229,True,JACOBS Jeroen,Male,Coach,C,NED,Netherlands,Netherlands,Artistic Gymnastics,,1971-11-21
1970235,True,KLEUSKENS Marcel,Male,Coach,C,NED,Netherlands,Netherlands,Artistic Gymnastics,,1982-04-17
1970236,True,KNIBBELER Daniel,Male,Coach,C,NED,Netherlands,Netherlands,Artistic Gymnastics,,1980-02-10
1970237,True,van MELDERT Dirk Jan,Male,Coach,C,NED,Netherlands,Netherlands,Artistic Gymnastics,,1965-12-03
1970317,True,CLARIJS Ricardo,Male,Assistant Coach,C,NED,Netherlands,Netherlands,Handball,Women,1990-04-22
1970322,True,JOHANSSON Per,Male,Head Coach,C,NED,Netherlands,Netherlands,Handball,Women,1970-11-10
1970733,True,GOUTSEVA Anastasia,Female,Coach,C,GRE,Greece,Greece,Artistic Swimming,Duet,1975-04-29
1970859,True,SOKOLOVA Natalia,Female,Coach,C,CYP,Cyprus,Cyprus,Rhythmic Gymnastics,,1976-06-14
1970880,True,OGEYINGBO Ayodeji,Male,Coach,C,NGR,Nigeria,Nigeria,Basketball,,1994-06-30
1970974,True,DERAEDT Laurent,Male,Goalkeeper Coach,C,MAR,Morocco,Morocco,Football,,1973-10-20
1971523,True,LESZNER Joe,Male,Coach,C,CAN,Canada,Canada,Archery,,
1972037,True,TICHELMAN Thomas,Male,Assistant Coach,C,NED,Netherlands,Netherlands,Hockey,,1960-03-22
1972052,True,van ASS Paul,Male,Head Coach,C,NED,Netherlands,Netherlands,Hockey,,1960-08-16
1972055,True,DELMEE Jeroen,Male,Head Coach,C,NED,Netherlands,Netherlands,Hockey,,1973-03-08
1972056,True,VERBOOM Eric,Male,Assistant Coach,C,NED,Netherlands,Netherlands,Hockey,,1970-02-01
1972359,True,ALIYEVA Kamilla,Female,Coach,C,AZE,Azerbaijan,Azerbaijan,Rhythmic Gymnastics,,2006-04-03
1972419,True,VILYAYEVA Yevgeniya,Female,Coach,C,AZE,Azerbaijan,Azerbaijan,Rhythmic Gymnastics,,1994-01-08
1972423,True,VASILEVA Siyana,Female,Coach,C,AZE,Azerbaijan,Azerbaijan,Rhythmic Gymnastics,,1996-03-03
1972426,True,GULIYEV Kamil,Male,Coach,C,AZE,Azerbaijan,Azerbaijan,Rhythmic Gymnastics,,1993-09-21
1972427,True,KARIMLI Akif,Male,Coach,C,AZE,Azerbaijan,Azerbaijan,Rhythmic Gymnastics,,1995-03-25
1972461,True,JAUMA CAYUELA Esther,Female,Coach,C,NED,Netherlands,Netherlands,Artistic Swimming,Duet,1970-05-07
1972652,True,GIE Cheslyn,Male,Head Coach,C,RSA,South Africa,South Africa,Hockey,,1975-07-30
1972655,True,NTULI Siphesihle,Male,Assistant Coach,C,RSA,South Africa,South Africa,Hockey,,1989-01-29
1972933,True,GOMEZ Ibai,Male,Head Coach,C,DOM,Dominican Republic,Dominican Republic,Football,Men,1989-11-11
1972934,True,RAMOS SANCHEZ Antonio,Male,Coach,C,CIV,Côte d'Ivoire,Côte d'Ivoire,Taekwondo,,1976-08-18
1972992,True,AMOREBIETA Fernando,Male,Assistant Coach,C,DOM,Dominican Republic,Dominican Republic,Football,,1985-03-29
1973058,True,BRITEZ Cristhian,Male,Goalkeeper Coach,C,DOM,Dominican Republic,Dominican Republic,Football,,1984-09-25
1973138,True,BALAN Adrian,Male,Coach,C,CAN,Canada,Canada,Artistic Gymnastics,,1971-05-04
1973147,True,COWAN Lisa,Female,Coach,C,CAN,Canada,Canada,Artistic Gymnastics,,1969-08-03
1973162,True,KIKUCHI David,Male,Coach,C,CAN,Canada,Canada,Artistic Gymnastics,,1979-12-27
1973180,True,van HOOF Ed,Male,Coach,C,CAN,Canada,Canada,Artistic Gymnastics,,1956-08-22
1973374,True,FALSETTA Ross,Male,Coach,C,GBR,Great Britain,Great Britain,Artistic Gymnastics,,1985-10-02
1973377,True,DENG Ajou,Male,Assistant Coach,C,SSD,South Sudan,South Sudan,Basketball,,1978-12-24
1973378,True,WIGNALL Rachel,Female,Coach,C,GBR,Great Britain,Great Britain,Artistic Gymnastics,,1989-08-07
1973524,True,MEIJER Eric,Male,Assistant Coach,C,NED,Netherlands,Netherlands,Volleyball,Women,1989-09-26
1973525,True,KOSLOWSKI Felix,Male,Head Coach,C,NED,Netherlands,Netherlands,Volleyball,Women,1984-03-18
1973532,True,FERRER CUTINO Gil,Male,Assistant Coach,C,NED,Netherlands,Netherlands,Volleyball,Women,1971-10-11
1973576,True,IVEY Royal,Male,Coach,C,SSD,South Sudan,South Sudan,Basketball,Men,1981-12-20
1973651,True,KOUDI Mandela,Male,Coach,C,SSD,South Sudan,South Sudan,Basketball,,1991-11-21
1973693,True,CHIEJINE Ann,Female,Assistant Coach,C,NGR,Nigeria,Nigeria,Football,,1974-02-02
1974021,True,KULESZA Kasia,Female,Coach,C,CAN,Canada,Canada,Artistic Swimming,Duet,1976-08-29
1974022,True,MORGAN Kerri,Female,Coach,C,CAN,Canada,Canada,Artistic Swimming,Duet,1971-06-04
1974025,True,VOLOSHYNA Anna,Female,Coach,C,CAN,Canada,Canada,Artistic Swimming,Team,1991-09-26
1974026,True,YAKHNO Yelyzaveta,Female,Coach,C,CAN,Canada,Canada,Artistic Swimming,Team,1998-06-04
1974386,True,SAWADOGO Rasmane,Male,Coach,C,BUR,Burkina Faso,Burkina Faso,Taekwondo,,1965-06-25
1974755,True,BAUR Steve,Male,Assistant Coach,C,CAN,Canada,Canada,Basketball,Women,1979-03-31
1974756,True,BJORKGREN Nate,Male,Assistant Coach,C,CAN,Canada,Canada,Basketball,Men,1975-06-20
1974757,True,CLARKE Carly,Female,Coach,C,CAN,Canada,Canada,Basketball,,1983-03-07
1974760,True,FERNANDEZ Jordi,Male,Coach,C,CAN,Canada,Canada,Basketball,Men,1982-12-27
1974766,True,LAPENA Victor,Male,Coach,C,CAN,Canada,Canada,Basketball,Women,1975-03-12
1974769,True,MITCHELL Nathaniel,Male,Assistant Coach,C,CAN,Canada,Canada,Basketball,,1986-06-27
1974771,True,N'DONG Boniface,Male,Coach,C,CAN,Canada,Canada,Basketball,,1977-09-03
1974772,True,PAGE Murriel,Female,Coach,C,CAN,Canada,Canada,Basketball,,1975-09-18
1974773,True,QUINN Noelle,Female,Assistant Coach,C,CAN,Canada,Canada,Basketball,,1985-01-03
1975398,True,DENG Luol,Male,Assistant Coach,C,SSD,South Sudan,South Sudan,Basketball,Men,1985-04-16
1975920,True,CASTANEDA Allen Aldrin,Male,Coach,C,PHI,Philippines,Philippines,Artistic Gymnastics,,1972-07-20
1975923,True,HRYBANOV Andrii,Male,Coach,C,ISR,Israel,Israel,Artistic Gymnastics,,1970-10-01
1975934,True,GRIFFETH Garrett Stephen,Male,Coach,C,PHI,Philippines,Philippines,Artistic Gymnastics,,1986-08-13
1977071,True,ABAD EXPOSITO Iker Miquel,Male,Coach,C,IRL,Ireland,Ireland,Taekwondo,,2004-07-24
1977388,True,WALDRUM Randy,Male,Head Coach,C,NGR,Nigeria,Nigeria,Football,Women,1956-09-25
1977689,True,DIAWARA Kaba,Male,Head Coach,C,GUI,Guinea,Guinea,Football,Men,1975-12-16
1978161,True,CAPELLI Claudio,Male,Coach,C,SUI,Switzerland,Switzerland,Artistic Gymnastics,,1986-11-16
1978215,True,GUELZEC Laurent,Male,Coach,C,SUI,Switzerland,Switzerland,Artistic Gymnastics,,1971-04-22
1978259,True,KISTLER Frank,Male,Coach,C,SUI,Switzerland,Switzerland,Artistic Gymnastics,,1984-10-08
1978688,True,MUNOZ BENITEZ Fernando,Male,Head Coach,C,EGY,Egypt,Egypt,Volleyball,Men,1970-07-27
1980774,True,KIM Myong Hwa,Female,Coach,C,PRK,DPR Korea,Democratic People's Republic of Korea,Artistic Gymnastics,,1971-03-02
1980904,True,TRAJKOVIC Ivan Konrad,Male,Coach,C,SLO,Slovenia,Slovenia,Taekwondo,,1991-09-01
1980943,True,PAVLIC Aljaz,Male,Assistant Coach,C,SLO,Slovenia,Slovenia,Handball,Women,1979-01-18
1980962,True,MIJATOVIC Branka,Female,Assistant Coach,C,SLO,Slovenia,Slovenia,Handball,Women,1973-07-19
1980979,True,ADZIC Dragan,Male,Head Coach,C,SLO,Slovenia,Slovenia,Handball,Women,1969-12-13
1980981,True,DROZHANOVA Elena,Female,Coach,C,SLO,Slovenia,Slovenia,Rhythmic Gymnastics,,1976-06-24
1980987,True,CRETU Gheorghe,Male,Head Coach,C,SLO,Slovenia,Slovenia,Volleyball,Men,1968-08-08
1980990,True,DIVKOVIC Goran,Male,Coach,C,SLO,Slovenia,Slovenia,Taekwondo,,1973-01-23
1981325,True,ZVIZEJ Luka,Male,Assistant Coach,C,SLO,Slovenia,Slovenia,Handball,Men,1980-12-09
1981356,True,de CECCO Matteo,Male,Assistant Coach,C,SLO,Slovenia,Slovenia,Volleyball,Men,1969-01-23
1981649,True,RETELJ Natasa,Female,Coach,C,SLO,Slovenia,Slovenia,Artistic Gymnastics,,1977-09-12
1981689,True,ZORMAN Uros,Male,Head Coach,C,SLO,Slovenia,Slovenia,Handball,Men,1980-01-09
1981697,True,KEDACIC Zoran,Male,Assistant Coach,C,SLO,Slovenia,Slovenia,Volleyball,Men,1984-04-06
1986732,True,MUGANGUZI Wani,Male,Assistant Coach,C,NGR,Nigeria,Nigeria,Basketball,Women,1990-06-26
2041085,True,FITZGERALD David,Male,Coach,C,IRL,Ireland,Ireland,Hockey,,1986-10-08
2476695,True,BAM Jenna,Female,Head Coach,C,RSA,South Africa,South Africa,Rugby Sevens,,1996-12-10
3057892,True,FALAHATGAR ETMINANI Davoud,Male,Coach,C,BUL,Bulgaria,Bulgaria,Taekwondo,,1980-06-21
3430822,True,PETROVIC Aleksandar,Male,Coach,C,BRA,Brazil,Brazil,Basketball,Men,1959-02-16
3496078,True,GORIATCHKINE Ivan,Male,Coach,C,PHI,Philippines,Philippines,Artistic Gymnastics,,1995-03-25
3520243,True,BASILE Leonardo,Male,Coach,C,EOR,EOR,Refugee Olympic Team,Taekwondo,,1983-05-12
3528052,True,VICTOR John,Male,Coach,C,NGR,Nigeria,Nigeria,Taekwondo,,1977-05-22
3538853,True,DONNELLY Peter,Male,Assistant Coach,C,IRL,Ireland,Ireland,Rugby Sevens,Men,1983-01-12
3539442,True,CARSON Luke,Male,Coach,C,IRL,Ireland,Ireland,Artistic Gymnastics,,1989-10-23
3544158,True,GORBACHEV Stepan,Male,Coach,C,UKR,Ukraine,Ukraine,Artistic Gymnastics,,1983-10-02
3545804,True,MARAJAN Sabit,Male,Coach,C,SSD,South Sudan,South Sudan,Taekwondo,,1958-01-01
3546458,True,DIAWARA Fousseni,Male,Assistant Coach,C,GUI,Guinea,Guinea,Football,Men,1980-08-28
3546645,True,CAUKAUNIVALU Setefano,Male,Assistant Coach,C,FIJ,Fiji,Fiji,Rugby Sevens,Men,1978-09-03
3561918,True,GRANDES Pablo,Male,Assistant Coach,C,IRQ,Iraq,Iraq,Football,,1986-10-14
4043244,True,FONG Lerissa,Female,Head Coach,C,SAM,Samoa,Samoa,Rugby Sevens,,1982-05-13
4043245,True,POMARE Sapani,Male,Head Coach,C,SAM,Samoa,Samoa,Rugby Sevens,,1969-10-25
4043246,True,FAALUPEGA Avii,Female,Head Coach,C,SAM,Samoa,Samoa,Rugby Sevens,,1986-03-26
4044836,True,DAVID EP CHIRILCENCO Georgeta,Female,Coach,C,ALG,Algeria,Algeria,Artistic Gymnastics,,1974-03-10
4119109,True,ELZEFTAWEY Tarek,Male,Assistant Coach,C,EGY,Egypt,Egypt,Volleyball,Men,1975-04-12
4645809,True,GAARENSTROOM Jordan Jon,Male,Coach,C,SYR,Syria,Syrian Arab Republic,Artistic Gymnastics,,1992-01-14
4646497,True,PROST KOSIR Primoz,Male,Assistant Coach,C,SLO,Slovenia,Slovenia,Handball,Men,1983-07-14
4649776,True,TRAORE Alioune,Male,Coach,C,MLI,Mali,Mali,Taekwondo,,1962-06-14
4653058,True,COCCIA Kristina,Female,Coach,C,HAI,Haiti,Haiti,Artistic Gymnastics,,1988-12-19
4653997,True,KAMKASOUMPHOU Ekvara,Male,Coach,C,MLI,Mali,Mali,Taekwondo,,1975-04-12
4658462,True,KHAJAVI Naeima,Male,Coach,C,EGY,Egypt,Egypt,Taekwondo,,1965-09-19
4847471,True,LAWSON Franck,Male,Coach,C,BUR,Burkina Faso,Burkina Faso,Taekwondo,,1976-09-23
4968759,True,Mc DONALD Janelle Leigh,Female,Coach,C,PHI,Philippines,Philippines,Artistic Gymnastics,,1982-12-21
4968917,True,QUESNEL Yannick,Male,Goalkeeper Coach,C,GUI,Guinea,Guinea,Football,Men,1973-10-24
4976780,True,TANSKANEN Juha Petteri,Male,Coach,C,SYR,Syria,Syrian Arab Republic,Artistic Gymnastics,,1971-02-03
5016082,True,CHOUBA Jaouad,Female,Coach,C,GBS,Guinea-Bissau,Guinea-Bissau,Taekwondo,,1982-11-02
9230002,True,HERDEIRO Alvaro Francisco,Male,Assistant Coach,C,BRA,Brazil,Brazil,Handball,Women,1969-06-23
9230003,True,MAROJA Gabriel Augusto,Male,Assistant Coach,C,BRA,Brazil,Brazil,Handball,Women,1996-05-07
9230006,True,ALONSO BERNARDO Jessica,Female,Assistant Coach,C,ESP,Spain,Spain,Handball,Women,1983-09-20
