medal_date,medal_type,medal_code,name,gender,country_code,country,country_long,nationality_code,nationality,nationality_long,team,team_gender,discipline,event,event_type,url_event,birth_date,code_athlete,code_team,is_medallist
2024-08-09,Silver Medal,2.0,HUNT Amy,Female,GBR,Great Britain,Great Britain,GBR,Great Britain,Great Britain,Great Britain,W,Athletics,Women's 4 x 100m Relay,TEAM,/en/paris-2024/results/athletics/women-s-4-x-100m-relay/fnl-000100--,2002-05-15,1924432,ATHW4X100M--GBR01,True
2024-08-09,Silver Medal,2.0,LANSIQUOT Imani,Female,GBR,Great Britain,Great Britain,GBR,Great Britain,Great Britain,Great Britain,W,Athletics,Women's 4 x 100m Relay,TEAM,/en/paris-2024/results/athletics/women-s-4-x-100m-relay/fnl-000100--,1997-12-17,1924446,ATHW4X100M--GBR01,True
2024-08-09,Silver Medal,2.0,NEITA Daryll,Female,GBR,Great Britain,Great Britain,GBR,Great Britain,Great Britain,Great Britain,W,Athletics,Women's 4 x 100m Relay,TEAM,/en/paris-2024/results/athletics/women-s-4-x-100m-relay/fnl-000100--,1996-08-29,1924460,ATHW4X100M--GBR01,True
2024-08-09,Silver Medal,2.0,WILLIAMS Bianca,Female,GBR,Great Britain,Great Britain,GBR,Great Britain,Great Britain,Great Britain,W,Athletics,Women's 4 x 100m Relay,TEAM,/en/paris-2024/results/athletics/women-s-4-x-100m-relay/fnl-000100--,1993-12-18,1924507,ATHW4X100M--GBR01,True
2024-08-09,Bronze Medal,3.0,BURGHARDT Alexandra,Female,GER,Germany,Germany,GER,Germany,Germany,Germany,W,Athletics,Women's 4 x 100m Relay,TEAM,/en/paris-2024/results/athletics/women-s-4-x-100m-relay/fnl-000100--,1994-04-28,1920096,ATHW4X100M--GER01,True
2024-08-09,Bronze Medal,3.0,HAASE Rebekka,Female,GER,Germany,Germany,GER,Germany,Germany,Germany,W,Athletics,Women's 4 x 100m Relay,TEAM,/en/paris-2024/results/athletics/women-s-4-x-100m-relay/fnl-000100--,1993-01-02,1920119,ATHW4X100M--GER01,True
2024-08-09,Bronze Medal,3.0,JUNK Sophia,Female,GER,Germany,Germany,GER,Germany,Germany,Germany,W,Athletics,Women's 4 x 100m Relay,TEAM,/en/paris-2024/results/athletics/women-s-4-x-100m-relay/fnl-000100--,1999-03-01,1920142,ATHW4X100M--GER01,True
2024-08-09,Bronze Medal,3.0,LUECKENKEMPER Gina,Female,GER,Germany,Germany,GER,Germany,Germany,Germany,W,Athletics,Women's 4 x 100m Relay,TEAM,/en/paris-2024/results/athletics/women-s-4-x-100m-relay/fnl-000100--,1996-11-21,1920164,ATHW4X100M--GER01,True
2024-08-09,Bronze Medal,3.0,MAYER Lisa,Female,GER,Germany,Germany,GER,Germany,Germany,Germany,W,Athletics,Women's 4 x 100m Relay,TEAM,/en/paris-2024/results/athletics/women-s-4-x-100m-relay/fnl-000100--,1996-05-02,1920169,ATHW4X100M--GER01,True
2024-08-09,Gold Medal,1.0,SILVA RAMOS Ana Patricia,Female,BRA,Brazil,Brazil,BRA,Brazil,Brazil,Ana Patricia/Duda,W,Beach Volleyball,Women,HTEAM,/en/paris-2024/results/beach-volleyball/women/fnl-000100--,1997-09-29,1964058,VBVWTEAM2---BRA01,True
2024-08-09,Gold Medal,1.0,SANTOS LISBOA Eduarda,Female,BRA,Brazil,Brazil,BRA,Brazil,Brazil,Ana Patricia/Duda,W,Beach Volleyball,Women,HTEAM,/en/paris-2024/results/beach-volleyball/women/fnl-000100--,1998-08-01,1964088,VBVWTEAM2---BRA01,True
2024-08-09,Silver Medal,2.0,HUMANA-PAREDES Melissa,Female,CAN,Canada,Canada,CAN,Canada,Canada,Melissa/Brandie,W,Beach Volleyball,Women,HTEAM,/en/paris-2024/results/beach-volleyball/women/fnl-000100--,1992-10-10,1967340,VBVWTEAM2---CAN01,True
2024-08-09,Silver Medal,2.0,WILKERSON Brandie,Female,CAN,Canada,Canada,CAN,Canada,Canada,Melissa/Brandie,W,Beach Volleyball,Women,HTEAM,/en/paris-2024/results/beach-volleyball/women/fnl-000100--,1992-07-01,1967346,VBVWTEAM2---CAN01,True
2024-08-09,Bronze Medal,3.0,HUEBERLI Tanja,Female,SUI,Switzerland,Switzerland,SUI,Switzerland,Switzerland,Huberli/Brunner,W,Beach Volleyball,Women,HTEAM,/en/paris-2024/results/beach-volleyball/women/fnl-000200--,1992-08-27,1976570,VBVWTEAM2---SUI01,True
2024-08-09,Bronze Medal,3.0,BRUNNER Nina,Female,SUI,Switzerland,Switzerland,SUI,Switzerland,Switzerland,Huberli/Brunner,W,Beach Volleyball,Women,HTEAM,/en/paris-2024/results/beach-volleyball/women/fnl-000200--,1995-10-14,1976465,VBVWTEAM2---SUI01,True
2024-08-09,Gold Medal,1.0,SCHOPF Jacob,Male,GER,Germany,Germany,GER,Germany,Germany,SCHOPF Jacob / LEMKE Max,M,Canoe Sprint,Men's Kayak Double 500m,COUP,/en/paris-2024/results/canoe-sprint/men-s-kayak-double-500m/fnl---------,1999-06-08,1913746,CSPMK2-500M-GER01,True
2024-08-09,Gold Medal,1.0,LEMKE Max,Male,GER,Germany,Germany,GER,Germany,Germany,SCHOPF Jacob / LEMKE Max,M,Canoe Sprint,Men's Kayak Double 500m,COUP,/en/paris-2024/results/canoe-sprint/men-s-kayak-double-500m/fnl---------,1996-12-02,1913736,CSPMK2-500M-GER01,True
2024-08-09,Silver Medal,2.0,NADAS Bence,Male,HUN,Hungary,Hungary,HUN,Hungary,Hungary,NADAS Bence / TOTKA Sandor,M,Canoe Sprint,Men's Kayak Double 500m,COUP,/en/paris-2024/results/canoe-sprint/men-s-kayak-double-500m/fnl---------,1996-04-17,1570441,CSPMK2-500M-HUN01,True
2024-08-09,Silver Medal,2.0,TOTKA Sandor,Male,HUN,Hungary,Hungary,HUN,Hungary,Hungary,NADAS Bence / TOTKA Sandor,M,Canoe Sprint,Men's Kayak Double 500m,COUP,/en/paris-2024/results/canoe-sprint/men-s-kayak-double-500m/fnl---------,1994-07-27,1570845,CSPMK2-500M-HUN01,True
2024-08-09,Bronze Medal,3.0,van der WESTHUYZEN Jean,Male,AUS,Australia,Australia,AUS,Australia,Australia,van der WESTHUYZEN Jean / GREEN Tom,M,Canoe Sprint,Men's Kayak Double 500m,COUP,/en/paris-2024/results/canoe-sprint/men-s-kayak-double-500m/fnl---------,1998-12-09,1940218,CSPMK2-500M-AUS01,True
2024-08-09,Bronze Medal,3.0,GREEN Tom,Male,AUS,Australia,Australia,AUS,Australia,Australia,van der WESTHUYZEN Jean / GREEN Tom,M,Canoe Sprint,Men's Kayak Double 500m,COUP,/en/paris-2024/results/canoe-sprint/men-s-kayak-double-500m/fnl---------,1999-06-03,1940223,CSPMK2-500M-AUS01,True
2024-08-09,Gold Medal,1.0,XU Shixiao,Female,CHN,China,People's Republic of China,CHN,China,People's Republic of China,XU Shixiao / SUN Mengya,W,Canoe Sprint,Women's Canoe Double 500m,COUP,/en/paris-2024/results/canoe-sprint/women-s-canoe-double-500m/fnl---------,1992-02-16,1927382,CSPWC2-500M-CHN01,True
2024-08-09,Gold Medal,1.0,SUN Mengya,Female,CHN,China,People's Republic of China,CHN,China,People's Republic of China,XU Shixiao / SUN Mengya,W,Canoe Sprint,Women's Canoe Double 500m,COUP,/en/paris-2024/results/canoe-sprint/women-s-canoe-double-500m/fnl---------,2001-05-03,1927383,CSPWC2-500M-CHN01,True
2024-08-09,Silver Medal,2.0,LUZAN Liudmyla,Female,UKR,Ukraine,Ukraine,UKR,Ukraine,Ukraine,LUZAN Liudmyla / RYBACHOK Anastasiia,W,Canoe Sprint,Women's Canoe Double 500m,COUP,/en/paris-2024/results/canoe-sprint/women-s-canoe-double-500m/fnl---------,1997-03-27,1897153,CSPWC2-500M-UKR01,True
2024-08-09,Silver Medal,2.0,RYBACHOK Anastasiia,Female,UKR,Ukraine,Ukraine,UKR,Ukraine,Ukraine,LUZAN Liudmyla / RYBACHOK Anastasiia,W,Canoe Sprint,Women's Canoe Double 500m,COUP,/en/paris-2024/results/canoe-sprint/women-s-canoe-double-500m/fnl---------,1998-04-13,1897155,CSPWC2-500M-UKR01,True
2024-08-09,Bronze Medal,3.0,MACKENZIE Sloan,Female,CAN,Canada,Canada,CAN,Canada,Canada,MACKENZIE Sloan / VINCENT Katie,W,Canoe Sprint,Women's Canoe Double 500m,COUP,/en/paris-2024/results/canoe-sprint/women-s-canoe-double-500m/fnl---------,2002-05-16,1964583,CSPWC2-500M-CAN01,True
2024-08-09,Bronze Medal,3.0,VINCENT Katie,Female,CAN,Canada,Canada,CAN,Canada,Canada,MACKENZIE Sloan / VINCENT Katie,W,Canoe Sprint,Women's Canoe Double 500m,COUP,/en/paris-2024/results/canoe-sprint/women-s-canoe-double-500m/fnl---------,1996-03-12,1964547,CSPWC2-500M-CAN01,True
2024-08-09,Gold Medal,1.0,CARRINGTON Lisa,Female,NZL,New Zealand,New Zealand,NZL,New Zealand,New Zealand,CARRINGTON Lisa / HOSKIN Alicia,W,Canoe Sprint,Women's Kayak Double 500m,COUP,/en/paris-2024/results/canoe-sprint/women-s-kayak-double-500m/fnl---------,1989-06-23,1945383,CSPWK2-500M-NZL01,True
2024-08-09,Gold Medal,1.0,HOSKIN Alicia,Female,NZL,New Zealand,New Zealand,NZL,New Zealand,New Zealand,CARRINGTON Lisa / HOSKIN Alicia,W,Canoe Sprint,Women's Kayak Double 500m,COUP,/en/paris-2024/results/canoe-sprint/women-s-kayak-double-500m/fnl---------,2000-02-06,1945378,CSPWK2-500M-NZL01,True
2024-08-09,Silver Medal,2.0,CSIPES Tamara,Female,HUN,Hungary,Hungary,HUN,Hungary,Hungary,CSIPES Tamara / GAZSO Alida Dora,W,Canoe Sprint,Women's Kayak Double 500m,COUP,/en/paris-2024/results/canoe-sprint/women-s-kayak-double-500m/fnl---------,1989-08-24,1568350,CSPWK2-500M-HUN01,True
2024-08-09,Silver Medal,2.0,GAZSO Alida Dora,Female,HUN,Hungary,Hungary,HUN,Hungary,Hungary,CSIPES Tamara / GAZSO Alida Dora,W,Canoe Sprint,Women's Kayak Double 500m,COUP,/en/paris-2024/results/canoe-sprint/women-s-kayak-double-500m/fnl---------,2000-04-18,1568750,CSPWK2-500M-HUN01,True
2024-08-09,Bronze Medal,3.0,PASZEK Paulina,Female,GER,Germany,Germany,GER,Germany,Germany,PASZEK Paulina / HAKE Jule Marie,W,Canoe Sprint,Women's Kayak Double 500m,COUP,/en/paris-2024/results/canoe-sprint/women-s-kayak-double-500m/fnl---------,1997-10-26,1913800,CSPWK2-500M-GER01,True
2024-08-09,Bronze Medal,3.0,HAKE Jule Marie,Female,GER,Germany,Germany,GER,Germany,Germany,PASZEK Paulina / HAKE Jule Marie,W,Canoe Sprint,Women's Kayak Double 500m,COUP,/en/paris-2024/results/canoe-sprint/women-s-kayak-double-500m/fnl---------,1999-09-24,1913749,CSPWK2-500M-GER01,True
2024-08-09,Bronze Medal,3.0,PUPP Noemi,Female,HUN,Hungary,Hungary,HUN,Hungary,Hungary,PUPP Noemi / FOJT Sara,W,Canoe Sprint,Women's Kayak Double 500m,COUP,/en/paris-2024/results/canoe-sprint/women-s-kayak-double-500m/fnl---------,1998-07-28,1570556,CSPWK2-500M-HUN02,True
2024-08-09,Bronze Medal,3.0,FOJT Sara,Female,HUN,Hungary,Hungary,HUN,Hungary,Hungary,PUPP Noemi / FOJT Sara,W,Canoe Sprint,Women's Kayak Double 500m,COUP,/en/paris-2024/results/canoe-sprint/women-s-kayak-double-500m/fnl---------,2003-12-03,1568745,CSPWK2-500M-HUN02,True
2024-08-09,Gold Medal,1.0,GUAZZINI Vittoria,Female,ITA,Italy,Italy,ITA,Italy,Italy,Italy,W,Cycling Track,Women's Madison,TEAM,/en/paris-2024/results/cycling-track/women-s-madison/fnl-000100--,2000-12-26,1923042,CTRWMADISON-ITA01,True
2024-08-09,Gold Medal,1.0,CONSONNI Chiara,Female,ITA,Italy,Italy,ITA,Italy,Italy,Italy,W,Cycling Track,Women's Madison,TEAM,/en/paris-2024/results/cycling-track/women-s-madison/fnl-000100--,1999-06-24,1923048,CTRWMADISON-ITA01,True
2024-08-09,Silver Medal,2.0,EVANS Neah,Female,GBR,Great Britain,Great Britain,GBR,Great Britain,Great Britain,Great Britain,W,Cycling Track,Women's Madison,TEAM,/en/paris-2024/results/cycling-track/women-s-madison/fnl-000100--,1990-08-01,1912519,CTRWMADISON-GBR01,True
2024-08-09,Silver Medal,2.0,BARKER Elinor,Female,GBR,Great Britain,Great Britain,GBR,Great Britain,Great Britain,Great Britain,W,Cycling Track,Women's Madison,TEAM,/en/paris-2024/results/cycling-track/women-s-madison/fnl-000100--,1994-09-07,1912507,CTRWMADISON-GBR01,True
2024-08-09,Bronze Medal,3.0,van BELLE Lisa,Female,NED,Netherlands,Netherlands,NED,Netherlands,Netherlands,Netherlands,W,Cycling Track,Women's Madison,TEAM,/en/paris-2024/results/cycling-track/women-s-madison/fnl-000100--,2004-01-30,1969170,CTRWMADISON-NED01,True
2024-08-09,Bronze Medal,3.0,van der DUIN Maike,Female,NED,Netherlands,Netherlands,NED,Netherlands,Netherlands,Netherlands,W,Cycling Track,Women's Madison,TEAM,/en/paris-2024/results/cycling-track/women-s-madison/fnl-000100--,2001-09-12,1969173,CTRWMADISON-NED01,True
2024-08-09,Gold Medal,1.0,TENAS Arnau,Male,ESP,Spain,Spain,ESP,Spain,Spain,Spain,M,Football,Men,HTEAM,/en/paris-2024/results/football/men/fnl-000100--,2001-05-30,1942296,FBLMTEAM11--ESP01,True
2024-08-09,Gold Medal,1.0,PUBILL Marc,Male,ESP,Spain,Spain,ESP,Spain,Spain,Spain,M,Football,Men,HTEAM,/en/paris-2024/results/football/men/fnl-000100--,2003-06-20,1942269,FBLMTEAM11--ESP01,True
2024-08-09,Gold Medal,1.0,MIRANDA Juan,Male,ESP,Spain,Spain,ESP,Spain,Spain,Spain,M,Football,Men,HTEAM,/en/paris-2024/results/football/men/fnl-000100--,2000-01-19,1942241,FBLMTEAM11--ESP01,True
2024-08-09,Gold Medal,1.0,GARCIA Eric,Male,ESP,Spain,Spain,ESP,Spain,Spain,Spain,M,Football,Men,HTEAM,/en/paris-2024/results/football/men/fnl-000100--,2001-01-09,1942076,FBLMTEAM11--ESP01,True
2024-08-09,Gold Medal,1.0,CUBARSI Pau,Male,ESP,Spain,Spain,ESP,Spain,Spain,Spain,M,Football,Men,HTEAM,/en/paris-2024/results/football/men/fnl-000100--,2007-01-22,1942056,FBLMTEAM11--ESP01,True
2024-08-09,Gold Medal,1.0,BARRIOS Pablo,Male,ESP,Spain,Spain,ESP,Spain,Spain,Spain,M,Football,Men,HTEAM,/en/paris-2024/results/football/men/fnl-000100--,2003-06-15,1942037,FBLMTEAM11--ESP01,True
2024-08-09,Gold Medal,1.0,LOPEZ Diego,Male,ESP,Spain,Spain,ESP,Spain,Spain,Spain,M,Football,Men,HTEAM,/en/paris-2024/results/football/men/fnl-000100--,2002-05-13,1942222,FBLMTEAM11--ESP01,True
2024-08-09,Gold Medal,1.0,TURRIENTES Benat,Male,ESP,Spain,Spain,ESP,Spain,Spain,Spain,M,Football,Men,HTEAM,/en/paris-2024/results/football/men/fnl-000100--,2002-01-31,1942301,FBLMTEAM11--ESP01,True
2024-08-09,Gold Medal,1.0,RUIZ Abel,Male,ESP,Spain,Spain,ESP,Spain,Spain,Spain,M,Football,Men,HTEAM,/en/paris-2024/results/football/men/fnl-000100--,2000-01-28,1942280,FBLMTEAM11--ESP01,True
2024-08-09,Gold Medal,1.0,BAENA Alex,Male,ESP,Spain,Spain,ESP,Spain,Spain,Spain,M,Football,Men,HTEAM,/en/paris-2024/results/football/men/fnl-000100--,2001-07-20,1942033,FBLMTEAM11--ESP01,True
2024-08-09,Gold Medal,1.0,LOPEZ Fermin,Male,ESP,Spain,Spain,ESP,Spain,Spain,Spain,M,Football,Men,HTEAM,/en/paris-2024/results/football/men/fnl-000100--,2003-05-11,1942221,FBLMTEAM11--ESP01,True
2024-08-09,Gold Medal,1.0,PACHECO Jon,Male,ESP,Spain,Spain,ESP,Spain,Spain,Spain,M,Football,Men,HTEAM,/en/paris-2024/results/football/men/fnl-000100--,2001-01-08,1942259,FBLMTEAM11--ESP01,True
2024-08-09,Gold Medal,1.0,GARCIA Joan,Male,ESP,Spain,Spain,ESP,Spain,Spain,Spain,M,Football,Men,HTEAM,/en/paris-2024/results/football/men/fnl-000100--,2001-05-04,1942077,FBLMTEAM11--ESP01,True
2024-08-09,Gold Medal,1.0,OROZ Aimar,Male,ESP,Spain,Spain,ESP,Spain,Spain,Spain,M,Football,Men,HTEAM,/en/paris-2024/results/football/men/fnl-000100--,2001-11-27,1942257,FBLMTEAM11--ESP01,True
2024-08-09,Gold Medal,1.0,GUTIERREZ Miguel,Male,ESP,Spain,Spain,ESP,Spain,Spain,Spain,M,Football,Men,HTEAM,/en/paris-2024/results/football/men/fnl-000100--,2001-07-27,1942099,FBLMTEAM11--ESP01,True
2024-08-09,Gold Medal,1.0,BERNABE Adrian,Male,ESP,Spain,Spain,ESP,Spain,Spain,Spain,M,Football,Men,HTEAM,/en/paris-2024/results/football/men/fnl-000100--,2001-05-26,1942039,FBLMTEAM11--ESP01,True
2024-08-09,Gold Medal,1.0,GOMEZ Sergio,Male,ESP,Spain,Spain,ESP,Spain,Spain,Spain,M,Football,Men,HTEAM,/en/paris-2024/results/football/men/fnl-000100--,2000-09-04,1942089,FBLMTEAM11--ESP01,True
2024-08-09,Gold Medal,1.0,OMORODION Samu,Male,ESP,Spain,Spain,ESP,Spain,Spain,Spain,M,Football,Men,HTEAM,/en/paris-2024/results/football/men/fnl-000100--,2004-05-05,1942256,FBLMTEAM11--ESP01,True
2024-08-09,Gold Medal,1.0,MOSQUERA Cristhian,Male,ESP,Spain,Spain,ESP,Spain,Spain,Spain,M,Football,Men,HTEAM,/en/paris-2024/results/football/men/fnl-000100--,2004-06-27,1942248,FBLMTEAM11--ESP01,True
2024-08-09,Gold Medal,1.0,SANCHEZ Juanlu,Male,ESP,Spain,Spain,ESP,Spain,Spain,Spain,M,Football,Men,HTEAM,/en/paris-2024/results/football/men/fnl-000100--,2003-08-15,1942289,FBLMTEAM11--ESP01,True
2024-08-09,Gold Medal,1.0,CAMELLO Sergio,Male,ESP,Spain,Spain,ESP,Spain,Spain,Spain,M,Football,Men,HTEAM,/en/paris-2024/results/football/men/fnl-000100--,2001-02-10,1942046,FBLMTEAM11--ESP01,True
2024-08-09,Gold Medal,1.0,ITURBE Alejandro,Male,ESP,Spain,Spain,ESP,Spain,Spain,Spain,M,Football,Men,HTEAM,/en/paris-2024/results/football/men/fnl-000100--,2003-09-02,1942104,FBLMTEAM11--ESP01,True
2024-08-09,Silver Medal,2.0,NKAMBADIO Obed,Male,FRA,France,France,FRA,France,France,France,M,Football,Men,HTEAM,/en/paris-2024/results/football/men/fnl-000100--,2003-02-07,1900695,FBLMTEAM11--FRA01,True
2024-08-09,Silver Medal,2.0,LUKEBA Castello,Male,FRA,France,France,FRA,France,France,France,M,Football,Men,HTEAM,/en/paris-2024/results/football/men/fnl-000100--,2002-12-17,1900683,FBLMTEAM11--FRA01,True
2024-08-09,Silver Medal,2.0,TRUFFERT Adrien,Male,FRA,France,France,FRA,France,France,France,M,Football,Men,HTEAM,/en/paris-2024/results/football/men/fnl-000100--,2001-11-20,1900718,FBLMTEAM11--FRA01,True
2024-08-09,Silver Medal,2.0,BADE Loic,Male,FRA,France,France,FRA,France,France,France,M,Football,Men,HTEAM,/en/paris-2024/results/football/men/fnl-000100--,2000-04-11,4669223,FBLMTEAM11--FRA01,True
2024-08-09,Silver Medal,2.0,SILDILLIA Kiliann,Male,FRA,France,France,FRA,France,France,France,M,Football,Men,HTEAM,/en/paris-2024/results/football/men/fnl-000100--,2002-05-16,1900709,FBLMTEAM11--FRA01,True
2024-08-09,Silver Medal,2.0,KONE Manu,Male,FRA,France,France,FRA,France,France,France,M,Football,Men,HTEAM,/en/paris-2024/results/football/men/fnl-000100--,2001-05-17,1900672,FBLMTEAM11--FRA01,True
2024-08-09,Silver Medal,2.0,OLISE Michael,Male,FRA,France,France,FRA,France,France,France,M,Football,Men,HTEAM,/en/paris-2024/results/football/men/fnl-000100--,2001-12-12,1900699,FBLMTEAM11--FRA01,True
2024-08-09,Silver Medal,2.0,AKLIOUCHE Maghnes,Male,FRA,France,France,FRA,France,France,France,M,Football,Men,HTEAM,/en/paris-2024/results/football/men/fnl-000100--,2002-02-25,1900626,FBLMTEAM11--FRA01,True
2024-08-09,Silver Medal,2.0,KALIMUENDO Arnaud,Male,FRA,France,France,FRA,France,France,France,M,Football,Men,HTEAM,/en/paris-2024/results/football/men/fnl-000100--,2002-01-20,1900668,FBLMTEAM11--FRA01,True
2024-08-09,Silver Medal,2.0,LACAZETTE Alexandre,Male,FRA,France,France,FRA,France,France,France,M,Football,Men,HTEAM,/en/paris-2024/results/football/men/fnl-000100--,1991-05-28,1900674,FBLMTEAM11--FRA01,True
2024-08-09,Silver Medal,2.0,DOUE Desire,Male,FRA,France,France,FRA,France,France,France,M,Football,Men,HTEAM,/en/paris-2024/results/football/men/fnl-000100--,2005-06-03,1900653,FBLMTEAM11--FRA01,True
2024-08-09,Silver Medal,2.0,MILLOT Enzo,Male,FRA,France,France,FRA,France,France,France,M,Football,Men,HTEAM,/en/paris-2024/results/football/men/fnl-000100--,2002-07-17,1900694,FBLMTEAM11--FRA01,True
2024-08-09,Silver Medal,2.0,CHOTARD Joris,Male,FRA,France,France,FRA,France,France,France,M,Football,Men,HTEAM,/en/paris-2024/results/football/men/fnl-000100--,2001-09-24,1900644,FBLMTEAM11--FRA01,True
2024-08-09,Silver Medal,2.0,MATETA Jean-Philippe,Male,FRA,France,France,FRA,France,France,France,M,Football,Men,HTEAM,/en/paris-2024/results/football/men/fnl-000100--,1997-06-28,3549727,FBLMTEAM11--FRA01,True
2024-08-09,Silver Medal,2.0,LOCKO Bradley,Male,FRA,France,France,FRA,France,France,France,M,Football,Men,HTEAM,/en/paris-2024/results/football/men/fnl-000100--,2002-05-06,1900682,FBLMTEAM11--FRA01,True
2024-08-09,Silver Medal,2.0,RESTES Guillaume,Male,FRA,France,France,FRA,France,France,France,M,Football,Men,HTEAM,/en/paris-2024/results/football/men/fnl-000100--,2005-03-11,1900702,FBLMTEAM11--FRA01,True
2024-08-09,Silver Medal,2.0,MAGASSA Soungoutou,Male,FRA,France,France,FRA,France,France,France,M,Football,Men,HTEAM,/en/paris-2024/results/football/men/fnl-000100--,2003-10-08,1900684,FBLMTEAM11--FRA01,True
2024-08-09,Silver Medal,2.0,CHERKI Rayan,Male,FRA,France,France,FRA,France,France,France,M,Football,Men,HTEAM,/en/paris-2024/results/football/men/fnl-000100--,2003-08-17,1900641,FBLMTEAM11--FRA01,True
2024-08-09,Silver Medal,2.0,MATSIMA Chrislain,Male,FRA,France,France,FRA,France,France,France,M,Football,Men,HTEAM,/en/paris-2024/results/football/men/fnl-000100--,2002-05-15,1900690,FBLMTEAM11--FRA01,True
2024-08-09,Silver Medal,2.0,DIOUF Andy,Male,FRA,France,France,FRA,France,France,France,M,Football,Men,HTEAM,/en/paris-2024/results/football/men/fnl-000100--,2003-05-17,1900651,FBLMTEAM11--FRA01,True
2024-08-09,Silver Medal,2.0,LEPENANT Johann,Male,FRA,France,France,FRA,France,France,France,M,Football,Men,HTEAM,/en/paris-2024/results/football/men/fnl-000100--,2002-10-22,1900680,FBLMTEAM11--FRA01,True
2024-08-09,Bronze Medal,3.0,FROHMS Merle,Female,GER,Germany,Germany,GER,Germany,Germany,Germany,W,Football,Women,HTEAM,/en/paris-2024/results/football/women/fnl-000200--,1995-01-28,1880591,FBLWTEAM11--GER01,True
2024-08-09,Bronze Medal,3.0,LINDER Sarai,Female,GER,Germany,Germany,GER,Germany,Germany,Germany,W,Football,Women,HTEAM,/en/paris-2024/results/football/women/fnl-000200--,1999-10-26,1880576,FBLWTEAM11--GER01,True
2024-08-09,Bronze Medal,3.0,HENDRICH Kathrin,Female,GER,Germany,Germany,GER,Germany,Germany,Germany,W,Football,Women,HTEAM,/en/paris-2024/results/football/women/fnl-000200--,1992-04-06,1880566,FBLWTEAM11--GER01,True
2024-08-09,Bronze Medal,3.0,SCHULZE SOLANO Bibiane,Female,GER,Germany,Germany,GER,Germany,Germany,Germany,W,Football,Women,HTEAM,/en/paris-2024/results/football/women/fnl-000200--,1998-11-12,1880606,FBLWTEAM11--GER01,True
2024-08-09,Bronze Medal,3.0,HEGERING Marina,Female,GER,Germany,Germany,GER,Germany,Germany,Germany,W,Football,Women,HTEAM,/en/paris-2024/results/football/women/fnl-000200--,1990-04-17,1880595,FBLWTEAM11--GER01,True
2024-08-09,Bronze Medal,3.0,MINGE Janina,Female,GER,Germany,Germany,GER,Germany,Germany,Germany,W,Football,Women,HTEAM,/en/paris-2024/results/football/women/fnl-000200--,1999-06-11,1880574,FBLWTEAM11--GER01,True
2024-08-09,Bronze Medal,3.0,SCHUELLER Lea,Female,GER,Germany,Germany,GER,Germany,Germany,Germany,W,Football,Women,HTEAM,/en/paris-2024/results/football/women/fnl-000200--,1997-11-12,1880572,FBLWTEAM11--GER01,True
2024-08-09,Bronze Medal,3.0,LOHMANN Sydney,Female,GER,Germany,Germany,GER,Germany,Germany,Germany,W,Football,Women,HTEAM,/en/paris-2024/results/football/women/fnl-000200--,2000-06-19,1880581,FBLWTEAM11--GER01,True
2024-08-09,Bronze Medal,3.0,NUESKEN Sjoeke,Female,GER,Germany,Germany,GER,Germany,Germany,Germany,W,Football,Women,HTEAM,/en/paris-2024/results/football/women/fnl-000200--,2001-01-22,1880584,FBLWTEAM11--GER01,True
2024-08-09,Bronze Medal,3.0,FREIGANG Laura,Female,GER,Germany,Germany,GER,Germany,Germany,Germany,W,Football,Women,HTEAM,/en/paris-2024/results/football/women/fnl-000200--,1998-02-01,1880573,FBLWTEAM11--GER01,True
2024-08-09,Bronze Medal,3.0,POPP Alexandra,Female,GER,Germany,Germany,GER,Germany,Germany,Germany,W,Football,Women,HTEAM,/en/paris-2024/results/football/women/fnl-000200--,1991-04-06,1880564,FBLWTEAM11--GER01,True
2024-08-09,Bronze Medal,3.0,BERGER Ann-Katrin,Female,GER,Germany,Germany,GER,Germany,Germany,Germany,W,Football,Women,HTEAM,/en/paris-2024/results/football/women/fnl-000200--,1990-10-09,1880602,FBLWTEAM11--GER01,True
2024-08-09,Bronze Medal,3.0,DOORSOUN Sara,Female,GER,Germany,Germany,GER,Germany,Germany,Germany,W,Football,Women,HTEAM,/en/paris-2024/results/football/women/fnl-000200--,1991-11-17,1880565,FBLWTEAM11--GER01,True
2024-08-09,Bronze Medal,3.0,SENSS Elisa,Female,GER,Germany,Germany,GER,Germany,Germany,Germany,W,Football,Women,HTEAM,/en/paris-2024/results/football/women/fnl-000200--,1997-10-01,1880609,FBLWTEAM11--GER01,True
2024-08-09,Bronze Medal,3.0,GWINN Giulia,Female,GER,Germany,Germany,GER,Germany,Germany,Germany,W,Football,Women,HTEAM,/en/paris-2024/results/football/women/fnl-000200--,1999-07-02,1880575,FBLWTEAM11--GER01,True
2024-08-09,Bronze Medal,3.0,BRAND Jule,Female,GER,Germany,Germany,GER,Germany,Germany,Germany,W,Football,Women,HTEAM,/en/paris-2024/results/football/women/fnl-000200--,2002-10-16,1880592,FBLWTEAM11--GER01,True
2024-08-09,Bronze Medal,3.0,BUEHL Klara,Female,GER,Germany,Germany,GER,Germany,Germany,Germany,W,Football,Women,HTEAM,/en/paris-2024/results/football/women/fnl-000200--,2000-12-07,1880583,FBLWTEAM11--GER01,True
