code,current,name,gender,function,category,organisation_code,organisation,organisation_long,disciplines,birth_date
2480432,True,WU Yuting,Female,Referee,J,TPE,Chinese Taipei,Chinese Taipei,['Taekwondo'],
2480534,True,ELSAYED May,Female,Referee,J,EGY,Egypt,Egypt,['Taekwondo'],
2481849,True,CARTER Ingrid Dannette,Female,Judge,J,PBU,PBU,Paris 2024 Boxing Unit,['Boxing'],
2482372,True,METAHNI Dorsaf,Female,Referee,J,TUN,Tunisia,Tunisia,['Wrestling'],
2482375,True,ERSOY Orhun,Male,Referee,J,UWW,UWW,United World Wrestling,['Wrestling'],
2482551,True,SHIRALIYEV Asif,Male,Referee,J,AZE,Azerbaijan,Azerbaijan,['Wrestling'],
2482584,True,KIM Dmitriy,Male,Referee,J,UZB,Uzbekistan,Uzbekistan,['Taekwondo'],
2482611,True,IMANI Amal,Female,Referee,J,MAR,Morocco,Morocco,['Wrestling'],
2483779,True,GUT la RAGIONE Livia,Female,Judge,J,WAQU,World Aquatics,World Aquatics,['Artistic Swimming'],
2483785,True,SIULZHYN Valiantsin,Male,Referee,J,UWW,UWW,United World Wrestling,['Wrestling'],
2483837,True,ABDALLA Marwa,Female,Referee,J,EGY,Egypt,Egypt,['Wrestling'],
2483874,True,SADEGHI Nima,Male,Referee,J,IRI,IR Iran,Islamic Republic of Iran,['Wrestling'],
2483960,True,ISMAEL Hadi,Male,Referee,J,IRQ,Iraq,Iraq,['Wrestling'],
2484641,True,LIGAY Igor,Male,Referee,J,KAZ,Kazakhstan,Kazakhstan,['Wrestling'],
2484901,True,ZHUMABEKOV Yerik,Male,Referee,J,KAZ,Kazakhstan,Kazakhstan,['Wrestling'],
2489078,True,TRIGO Nuno,Male,Technical Official,J,POR,Portugal,Portugal,['Surfing'],
2489144,True,ELLIOTT Glen,Male,Technical Official,J,AUS,Australia,Australia,['Surfing'],
2489171,True,MOORE Kevin,Male,Technical Official,J,PER,Peru,Peru,['Surfing'],
2490710,True,CAMUS Pauline,Female,Referee,J,IJF,IJF,International Judo Federation,['Judo'],
2490711,True,JAMMET Romain,Male,Referee,J,IJF,IJF,International Judo Federation,['Judo'],
2490712,True,ALESSANDRINI FANTIN Vincent,Male,Referee,J,IJF,IJF,International Judo Federation,['Judo'],
2490713,True,DUGLOUD Cedric,Male,Referee,J,IJF,IJF,International Judo Federation,['Judo'],
2490714,True,LALLE Cedric,Male,Referee,J,IJF,IJF,International Judo Federation,['Judo'],
2490715,True,DANVERS Stephanie,Female,Referee,J,IJF,IJF,International Judo Federation,['Judo'],
2490716,True,LOPES Jose,Male,Referee,J,IJF,IJF,International Judo Federation,['Judo'],
2490717,True,CHARPENTIER Julia,Female,Referee,J,IJF,IJF,International Judo Federation,['Judo'],
2490718,True,BERTHAULT Laura,Female,Referee,J,IJF,IJF,International Judo Federation,['Judo'],
2490719,True,GIRARDEY Sebastien,Male,Referee,J,IJF,IJF,International Judo Federation,['Judo'],
2490720,True,ZOUAOUI Akila,Female,Referee,J,IJF,IJF,International Judo Federation,['Judo'],
2490721,True,LAJEUNCOMME David,Male,Referee,J,IJF,IJF,International Judo Federation,['Judo'],
2490722,True,FAUROUX Eric,Female,Referee,J,IJF,IJF,International Judo Federation,['Judo'],
2490723,True,CARON Pascal,Male,Referee,J,IJF,IJF,International Judo Federation,['Judo'],
2490724,True,SABLIER Laurence,Female,Referee,J,IJF,IJF,International Judo Federation,['Judo'],
2490725,True,BRETAUDEAU Jerome,Male,Referee,J,IJF,IJF,International Judo Federation,['Judo'],
2490726,True,DROISSART Jerome,Male,Referee,J,IJF,IJF,International Judo Federation,['Judo'],
2490727,True,LAPLANCHE Emilie,Female,Referee,J,IJF,IJF,International Judo Federation,['Judo'],
2490728,True,PHAM Huu Hanh,Male,Referee,J,IJF,IJF,International Judo Federation,['Judo'],
2490729,True,GORGETTE Julien,Male,Referee,J,IJF,IJF,International Judo Federation,['Judo'],
2490851,True,le GALLO Maxime,Male,Judge,J,FRA,France,France,['Trampoline Gymnastics'],1971-03-10
2490853,True,LAVERGNE Lilian,Male,Judge,J,FRA,France,France,['Trampoline Gymnastics'],1975-08-20
2490854,True,CLOUD Cyril,Male,Judge,J,FRA,France,France,['Trampoline Gymnastics'],1974-01-22
2490855,True,HEBANT Valerie,Female,Judge,J,FRA,France,France,['Trampoline Gymnastics'],1969-11-13
2490856,True,BOURGIT Carole,Female,Judge,J,FRA,France,France,['Trampoline Gymnastics'],1974-11-09
2490861,True,DESPORTE Laurent,Male,Judge,J,FRA,France,France,['Artistic Gymnastics'],1975-02-06
2490864,True,de CARVALHO Sarah,Female,Judge,J,FIG,FIG,International Gymnastics Federation,['Artistic Gymnastics'],
2490876,True,BUYS Mickael,Male,Judge,J,FIG,FIG,International Gymnastics Federation,['Artistic Gymnastics'],
2490881,True,GAGNIERE Thomas,Male,Judge,J,FRA,France,France,['Artistic Gymnastics'],1986-01-28
2490887,True,MEREL Erwan,Male,Judge,J,FIG,FIG,International Gymnastics Federation,['Artistic Gymnastics'],
2490891,True,de COSSIO Isabelle,Female,Judge,J,FRA,France,France,['Rhythmic Gymnastics'],1964-12-01
2490892,True,ANDRIESSE Anne-Sophie,Female,Judge,J,FRA,France,France,['Rhythmic Gymnastics'],1971-03-23
2490893,True,GARBIN Amandine,Female,Judge,J,FRA,France,France,['Rhythmic Gymnastics'],1977-02-05
2490894,True,DROUARD Benedite,Female,Judge,J,FIG,FIG,International Gymnastics Federation,['Rhythmic Gymnastics'],
2490895,True,BAREL Anne Valerie,Female,Judge,J,FIG,FIG,International Gymnastics Federation,['Rhythmic Gymnastics'],
2490896,True,LAUTH Dominique,Female,Judge,J,FRA,France,France,['Rhythmic Gymnastics'],1951-12-04
2490897,True,LICHTLE Agnes,Female,Judge,J,FRA,France,France,['Rhythmic Gymnastics'],1959-05-08
2490898,True,MARTEL Camille,Female,Judge,J,FRA,France,France,['Rhythmic Gymnastics'],1993-10-01
2490899,True,ROBIN Stephanie,Female,Judge,J,FRA,France,France,['Rhythmic Gymnastics'],1974-10-25
2490900,True,ROUSSOT Maud,Female,Judge,J,FRA,France,France,['Rhythmic Gymnastics'],1979-10-15
2490901,True,SALINIER Camille,Female,Judge,J,FRA,France,France,['Rhythmic Gymnastics'],1988-05-26
2490916,True,VERBOOM Jef,Male,Judge,J,UCI,UCI,Union Cycliste Internationale,['Cycling BMX Freestyle'],
2490918,True,ROLHION Olivier,Male,Judge,J,UCI,UCI,Union Cycliste Internationale,['Cycling BMX Freestyle'],
2490919,True,ADRIX Remi,Male,Judge,J,UCI,UCI,Union Cycliste Internationale,['Cycling BMX Freestyle'],
2491197,True,KANTE Dramane,Male,Referee,J,WT,World Taekwondo,World Taekwondo,['Taekwondo'],
2491198,True,EMMANUEL EMILE Harry,Male,Referee,J,WT,World Taekwondo,World Taekwondo,['Taekwondo'],
2491199,True,LEPERT Marie,Female,Referee,J,WT,World Taekwondo,World Taekwondo,['Taekwondo'],
2491200,True,LARABI Rafika,Female,Referee,J,WT,World Taekwondo,World Taekwondo,['Taekwondo'],
2491201,True,AMMI Fatima,Female,Referee,J,WT,World Taekwondo,World Taekwondo,['Taekwondo'],
2491203,True,MORENO Jean Anthony,Male,Referee,J,WT,World Taekwondo,World Taekwondo,['Taekwondo'],
2491204,True,MIYAHOUENOU Joel,Male,Referee,J,WT,World Taekwondo,World Taekwondo,['Taekwondo'],
2491205,True,DUVERNOIS Jacques,Male,Referee,J,WT,World Taekwondo,World Taekwondo,['Taekwondo'],
2491206,True,BAYLOU Maud Francoise,Female,Referee,J,WT,World Taekwondo,World Taekwondo,['Taekwondo'],
2491207,True,SEMBONA Serge,Male,Referee,J,WT,World Taekwondo,World Taekwondo,['Taekwondo'],
2491209,True,THABET Sinaa,Female,Referee,J,WT,World Taekwondo,World Taekwondo,['Taekwondo'],
2491271,True,DOHOLLOU Loisa,Female,Referee,J,FIBA,FIBA,International Basketball Federation,['Basketball'],
2491272,True,ABID Valentin,Male,Referee,J,FIBA,FIBA,International Basketball Federation,['Basketball'],
2491273,True,BAERMANN Laetitia,Female,Referee,J,FIBA,FIBA,International Basketball Federation,['Basketball'],
2491274,True,BAILLY Laurence,Female,Referee,J,FIBA,FIBA,International Basketball Federation,['Basketball'],
2491275,True,BAUMARD Benjamin,Male,Referee,J,FIBA,FIBA,International Basketball Federation,['Basketball'],
2491276,True,BERNHARD Denis,Male,Referee,J,FIBA,FIBA,International Basketball Federation,['Basketball'],
2491277,True,BOOS Christelle,Female,Referee,J,FIBA,FIBA,International Basketball Federation,['Basketball'],
2491278,True,CASAL SOMOZA Emilia,Female,Referee,J,FIBA,FIBA,International Basketball Federation,['Basketball'],
2491279,True,CHERASSE Laurent,Male,Referee,J,FIBA,FIBA,International Basketball Federation,['Basketball'],
2491280,True,DELARUE Gregoire,Male,Referee,J,FIBA,FIBA,International Basketball Federation,['Basketball'],
2491281,True,DENISE Frederic,Male,Referee,J,FIBA,FIBA,International Basketball Federation,['Basketball'],
2491282,True,DESMIS David,Male,Referee,J,FIBA,FIBA,International Basketball Federation,['Basketball'],
2491283,True,DUBOIS Coralie,Female,Referee,J,FIBA,FIBA,International Basketball Federation,['Basketball'],
2491284,True,DUPREY David,Male,Referee,J,FIBA,FIBA,International Basketball Federation,['Basketball'],
2491285,True,DUTOYA Benedicte,Female,Referee,J,FIBA,FIBA,International Basketball Federation,['Basketball'],
2491286,True,ETIENNE Audrey,Female,Referee,J,FIBA,FIBA,International Basketball Federation,['Basketball'],
2491287,True,FRITZ Michele,Female,Referee,J,FIBA,FIBA,International Basketball Federation,['Basketball'],
2491288,True,GAUDIN Sophie,Female,Referee,J,FIBA,FIBA,International Basketball Federation,['Basketball'],
2491289,True,HENRIOT Gwennaelle,Female,Referee,J,FIBA,FIBA,International Basketball Federation,['Basketball'],
2491290,True,HERON Stephane,Male,Referee,J,FIBA,FIBA,International Basketball Federation,['Basketball'],
2491291,True,HUARD Francois,Male,Referee,J,FIBA,FIBA,International Basketball Federation,['Basketball'],
2491292,True,KOPP Audrey,Female,Referee,J,FIBA,FIBA,International Basketball Federation,['Basketball'],
2491293,True,LABORDE Marie Pierre,Female,Referee,J,FIBA,FIBA,International Basketball Federation,['Basketball'],
2491294,True,LAMARQUE Vincent,Male,Referee,J,FIBA,FIBA,International Basketball Federation,['Basketball'],
2491295,True,LAURANCY Cedric,Male,Referee,J,FIBA,FIBA,International Basketball Federation,['Basketball'],
2491296,True,LUSSON Stephane,Male,Referee,J,FIBA,FIBA,International Basketball Federation,['Basketball'],
2491297,True,MARTIN Hugo,Male,Referee,J,FIBA,FIBA,International Basketball Federation,['Basketball'],
2491298,True,MATTON Jean Pierre,Male,Referee,J,FIBA,FIBA,International Basketball Federation,['Basketball'],
2491299,True,MORENTE Jean Marc,Male,Referee,J,FIBA,FIBA,International Basketball Federation,['Basketball'],
2491300,True,POIRIER Emmanuelle,Female,Referee,J,FIBA,FIBA,International Basketball Federation,['Basketball'],
2491301,True,POURTAU Charlotte,Female,Referee,J,FIBA,FIBA,International Basketball Federation,['Basketball'],
2491302,True,ROCHE Fabrice,Male,Referee,J,FIBA,FIBA,International Basketball Federation,['Basketball'],
2491303,True,SARAMITO Isabelle,Female,Referee,J,FIBA,FIBA,International Basketball Federation,['Basketball'],
2491304,True,SAVIO Jose,Male,Referee,J,FIBA,FIBA,International Basketball Federation,['Basketball'],
2491305,True,SOUSSIA Benjamin,Male,Referee,J,FIBA,FIBA,International Basketball Federation,['Basketball'],
2491306,True,TANGUY Laura,Female,Referee,J,FIBA,FIBA,International Basketball Federation,['Basketball'],
2491307,True,USCLADE Virginie,Female,Referee,J,FIBA,FIBA,International Basketball Federation,['Basketball'],
2491308,True,VANCOILLIE Cedric,Male,Referee,J,FIBA,FIBA,International Basketball Federation,['Basketball'],
2491309,True,VERON Thierry,Male,Referee,J,FIBA,FIBA,International Basketball Federation,['Basketball'],
2491310,True,VIOLLEAU Anne Sophie,Female,Referee,J,FIBA,FIBA,International Basketball Federation,['Basketball'],
2491529,True,SHIPLEY David,Male,Technical Official,J,USA,United States,United States of America,['Surfing'],
2492445,True,NEWMAN Zeke,Male,Umpire,J,AUS,Australia,Australia,['Hockey'],
2495111,True,KHIDOYATOV Eshpulat,Male,Referee,J,UZB,Uzbekistan,Uzbekistan,['Wrestling'],
2498247,True,BURNETT Sally,Female,Jury Member,J,GBR,Great Britain,Great Britain,['Sailing'],
2499018,True,DAVANZO Giorgio,Male,Jury Member,J,ITA,Italy,Italy,['Sailing'],
2499102,True,REYNOLDS Alexander,Male,Technical Official,J,USA,United States,United States of America,['Surfing'],
2499115,True,WALLIS Kevin,Male,Technical Official,J,USA,United States,United States of America,['Surfing'],
2500371,True,KLIMA Philippe,Male,Technical Official,J,FRA,France,France,['Surfing'],
2500375,True,LLAMBIAS OTTONE Ixa,Female,Technical Official,J,CHI,Chile,Chile,['Surfing'],
2501428,True,BROQUA Jean,Male,Referee,J,WR,World Rugby,World Rugby,['Rugby Sevens'],
2501429,True,JOLICARD Solene,Female,Referee,J,WR,World Rugby,World Rugby,['Rugby Sevens'],
2501430,True,ARNALDI Marie Christine,Female,Referee,J,WR,World Rugby,World Rugby,['Rugby Sevens'],
2501432,True,BRU Pierre,Male,Referee,J,WR,World Rugby,World Rugby,['Rugby Sevens'],
2501433,True,LOURENCO Tristan,Male,Referee,J,WR,World Rugby,World Rugby,['Rugby Sevens'],
2501434,True,URRUZMENDI Evan,Male,Referee,J,WR,World Rugby,World Rugby,['Rugby Sevens'],
2501435,True,ACHARD Florence,Female,Referee,J,WR,World Rugby,World Rugby,['Rugby Sevens'],
2501436,True,TREHARD Julien,Male,Referee,J,WR,World Rugby,World Rugby,['Rugby Sevens'],
2501437,True,PUECH Lucile,Female,Referee,J,WR,World Rugby,World Rugby,['Rugby Sevens'],
2501438,True,LEBOEUF Melissa,Female,Referee,J,WR,World Rugby,World Rugby,['Rugby Sevens'],
2501439,True,LEBEGUE Martin,Female,Referee,J,WR,World Rugby,World Rugby,['Rugby Sevens'],
2501440,True,FERRE Alexandra,Female,Referee,J,WR,World Rugby,World Rugby,['Rugby Sevens'],
2501441,True,BARROMES Fabien,Male,Referee,J,WR,World Rugby,World Rugby,['Rugby Sevens'],
2501442,True,BYNG Stephen,Male,Referee,J,WR,World Rugby,World Rugby,['Rugby Sevens'],
2501443,True,MONTOCCHIO Agathe,Female,Referee,J,WR,World Rugby,World Rugby,['Rugby Sevens'],
2501444,True,FONDRAT Guillaume,Male,Referee,J,WR,World Rugby,World Rugby,['Rugby Sevens'],
2501445,True,LABORDE Cedric,Male,Referee,J,WR,World Rugby,World Rugby,['Rugby Sevens'],
2501446,True,VIDAL Pauline,Female,Referee,J,WR,World Rugby,World Rugby,['Rugby Sevens'],
2501447,True,HUESCA Sophie,Female,Referee,J,WR,World Rugby,World Rugby,['Rugby Sevens'],
2627678,True,WEI Benjamin,Male,Technical Official,J,USA,United States,United States of America,['Surfing'],
2697110,True,KORTE Kurt,Male,Technical Official,J,USA,United States,United States of America,['Surfing'],
2780660,True,ATAY Zeynel Lutfu,Male,Referee,J,DEN,Denmark,Denmark,['Wrestling'],
2786885,True,LOWENTHAL Dillan,Male,Technical Official,J,IRL,Ireland,Ireland,['Surfing'],
2796245,True,BOUSSARD Michel,Male,Judge,J,WAQU,World Aquatics,World Aquatics,['Diving'],
2796266,True,LEFRANC Florence,Female,Judge,J,WAQU,World Aquatics,World Aquatics,['Artistic Swimming'],
2796268,True,CAOUS Daniel,Male,Judge,J,WAQU,World Aquatics,World Aquatics,['Diving'],
2796280,True,BILLIET Marie Pascale,Female,Judge,J,WAQU,World Aquatics,World Aquatics,['Artistic Swimming'],
2796283,True,SUZANNE Benoit,Male,Judge,J,WAQU,World Aquatics,World Aquatics,['Diving'],
2796285,True,GARCIA RODRIGO Ivan,Male,Judge,J,WAQU,World Aquatics,World Aquatics,['Diving'],
2796294,True,CANO Tanguy,Male,Judge,J,WAQU,World Aquatics,World Aquatics,['Diving'],
2796298,True,de la LLAVE Teddy,Male,Judge,J,WAQU,World Aquatics,World Aquatics,['Diving'],
2796300,True,DOIMO Sandra,Female,Judge,J,WAQU,World Aquatics,World Aquatics,['Artistic Swimming'],
2796302,True,CUPILLARD Dominique,Female,Judge,J,WAQU,World Aquatics,World Aquatics,['Artistic Swimming'],
2796306,True,CLEMENCON Michele,Female,Judge,J,WAQU,World Aquatics,World Aquatics,['Diving'],
2796328,True,PORCU Noel,Male,Judge,J,WAQU,World Aquatics,World Aquatics,['Diving'],
2796330,True,NEUVILLE Sylvie,Female,Judge,J,WAQU,World Aquatics,World Aquatics,['Artistic Swimming'],
2844406,True,MULLER-THYSSEN Maria,Male,Referee,J,ESP,Spain,Spain,['Handball'],
2844513,True,JORUM Lars,Male,Referee,J,NOR,Norway,Norway,['Handball'],
2844649,True,SALAH Morad,Male,Referee,J,SUI,Switzerland,Switzerland,['Handball'],
2844759,True,KURTAGIC Mirza,Male,Referee,J,SWE,Sweden,Sweden,['Handball'],
2871936,True,BADJI Riadh,Male,Judge,J,PBU,PBU,Paris 2024 Boxing Unit,['Boxing'],
2871948,True,KAZAKOV Dilshod,Male,Judge,J,PBU,PBU,Paris 2024 Boxing Unit,['Boxing'],
2871958,True,MENCHAOUI Hichem,Male,Judge,J,PBU,PBU,Paris 2024 Boxing Unit,['Boxing'],
2871969,True,TSERENKHAND Tsogtgerel,Female,Judge,J,PBU,PBU,Paris 2024 Boxing Unit,['Boxing'],
2871999,True,BEKPENBETOV Bakytzhan,Male,Judge,J,PBU,PBU,Paris 2024 Boxing Unit,['Boxing'],
2872012,True,ABALOS Maximo,Male,Referee,J,PHI,Philippines,Philippines,['Boxing'],
2872023,True,SOUILMI Mouhsine,Male,Referee,J,MAR,Morocco,Morocco,['Boxing'],
2872035,True,BORDBAR HAGHIGHI SABET Babak,Male,Referee,J,IRI,IR Iran,Islamic Republic of Iran,['Boxing'],
2872046,True,MOKRETARI Sid Ali,Male,Referee,J,ALG,Algeria,Algeria,['Boxing'],
2872050,True,BYAMBABAYAR Atarbayar,Male,Referee,J,MGL,Mongolia,Mongolia,['Boxing'],
2872377,True,ADEOTI Mosunmola,Female,Judge,J,PBU,PBU,Paris 2024 Boxing Unit,['Boxing'],
2872584,True,ILDEBAYEVA Ainur,Female,Judge,J,PBU,PBU,Paris 2024 Boxing Unit,['Boxing'],
2872818,True,SADEGH POOR Farzad,Male,Referee,J,IRI,IR Iran,Islamic Republic of Iran,['Boxing'],
2873696,True,SRICHAISAWAT Paiboon,Male,Judge,J,PBU,PBU,Paris 2024 Boxing Unit,['Boxing'],
2873804,True,IGUBAYEV Aslan,Male,Judge,J,PBU,PBU,Paris 2024 Boxing Unit,['Boxing'],
2873953,True,AMMOURA Nacera,Female,Judge,J,PBU,PBU,Paris 2024 Boxing Unit,['Boxing'],
2875808,True,NASIROVA Leyla Arif Qizi,Female,Judge,J,PBU,PBU,Paris 2024 Boxing Unit,['Boxing'],
2876696,True,SVYATOCHA Boris,Male,Judge,J,PBU,PBU,Paris 2024 Boxing Unit,['Boxing'],
2973407,True,VALENZUELA GOMEZ Cesar Fernando,Male,Judge,J,FIG,FIG,International Gymnastics Federation,['Artistic Gymnastics'],
2973413,True,PALAMARA Ioulia,Female,Judge,J,FIG,FIG,International Gymnastics Federation,['Artistic Gymnastics'],
2973422,True,HUNT Caroline,Female,Judge,J,USA,United States,United States of America,['Rhythmic Gymnastics'],1978-02-16
3002003,True,BAKE Giovanni,Male,Referee,J,RSA,South Africa,South Africa,['Beach Volleyball'],
3047340,True,PAVICEVIC Ivan,Male,Referee,J,MNE,Montenegro,Montenegro,['Handball'],
3047342,True,BELKHIRI Youcef,Male,Referee,J,ALG,Algeria,Algeria,['Handball'],
3047343,True,HAMIDI Sidali,Male,Referee,J,ALG,Algeria,Algeria,['Handball'],
3047344,True,PAOLANTONI Maria Ines,Female,Referee,J,ARG,Argentina,Argentina,['Handball'],
3047345,True,GARCIA Mariana,Female,Referee,J,ARG,Argentina,Argentina,['Handball'],
3047346,True,KONJICANIN Dino,Male,Referee,J,BIH,Bosnia & Herzegovina,Bosnia and Herzegovina,['Handball'],
3047347,True,KONJICANIN Amar,Male,Referee,J,BIH,Bosnia & Herzegovina,Bosnia and Herzegovina,['Handball'],
3047348,True,HORACEK Vaclav,Male,Referee,J,CZE,Czechia,Czechia,['Handball'],
3047349,True,NOVOTNY Jiri,Male,Referee,J,CZE,Czechia,Czechia,['Handball'],
3047350,True,HANSEN Mads,Male,Referee,J,DEN,Denmark,Denmark,['Handball'],
3047351,True,MADSEN Jesper,Male,Referee,J,DEN,Denmark,Denmark,['Handball'],
3047352,True,MARIN LORENTE Andreu,Male,Referee,J,ESP,Spain,Spain,['Handball'],
3047353,True,GARCIA Ignacio,Male,Referee,J,ESP,Spain,Spain,['Handball'],
3047354,True,BONAVENTURA Julie,Female,Referee,J,FRA,France,France,['Handball'],
3047355,True,BONAVENTURA Charlotte,Female,Referee,J,FRA,France,France,['Handball'],
3047356,True,SCHULZE Robert,Male,Referee,J,GER,Germany,Germany,['Handball'],
3047357,True,TOENNIES Tobias,Male,Referee,J,GER,Germany,Germany,['Handball'],
3047358,True,MERZ Maike,Female,Referee,J,GER,Germany,Germany,['Handball'],
3047359,True,KUTTLER Tanja,Female,Referee,J,GER,Germany,Germany,['Handball'],
3047360,True,BIRO Adam,Male,Referee,J,HUN,Hungary,Hungary,['Handball'],
3047361,True,KISS Oliver,Male,Referee,J,HUN,Hungary,Hungary,['Handball'],
3047362,True,NACHEVSKI Gjorgji,Male,Referee,J,MKD,North Macedonia,North Macedonia,['Handball'],
3047363,True,NIKOLOV Slave,Male,Referee,J,MKD,North Macedonia,North Macedonia,['Handball'],
3047364,True,RAZNATOVIC Milos,Male,Referee,J,MNE,Montenegro,Montenegro,['Handball'],
3047365,True,KLEVEN Havard,Male,Referee,J,NOR,Norway,Norway,['Handball'],
3047366,True,LAH Bojan,Male,Referee,J,SLO,Slovenia,Slovenia,['Handball'],
3047367,True,SOK David,Male,Referee,J,SLO,Slovenia,Slovenia,['Handball'],
3047368,True,BRUNNER Arthur,Male,Referee,J,SUI,Switzerland,Switzerland,['Handball'],
3047369,True,WETTERWIK Mattias,Male,Referee,J,SWE,Sweden,Sweden,['Handball'],
3052943,True,BRUDEY Jean Francois,Male,Line Judge,J,FIVB,FIVB,International Volleyball Federation,['Beach Volleyball'],
3060392,True,BAS Andrej,Male,Referee,J,SLO,Slovenia,Slovenia,['3x3 Basketball'],
3060402,True,TRONTELJ Gorazd,Male,Referee,J,SLO,Slovenia,Slovenia,['3x3 Basketball'],
3060403,True,SHIMOYAMA Waka,Female,Referee,J,JPN,Japan,Japan,['3x3 Basketball'],
3060404,True,YAGI Aki,Female,Referee,J,JPN,Japan,Japan,['3x3 Basketball'],
3060405,True,MATSUMOTO Tsunemi,Female,Referee,J,JPN,Japan,Japan,['3x3 Basketball'],
3060406,True,HEGEDUSNE STION Eva,Female,Referee,J,HUN,Hungary,Hungary,['3x3 Basketball'],
3060407,True,BOZJAK Ziga,Male,Referee,J,SLO,Slovenia,Slovenia,['3x3 Basketball'],
3060408,True,SANKOVIC Andraz,Male,Referee,J,SLO,Slovenia,Slovenia,['3x3 Basketball'],
3060409,True,GOGALA Eva,Female,Referee,J,SLO,Slovenia,Slovenia,['3x3 Basketball'],
3060410,True,FULOP Adam,Male,Referee,J,HUN,Hungary,Hungary,['3x3 Basketball'],
3060411,True,JUG Ana,Female,Referee,J,SLO,Slovenia,Slovenia,['3x3 Basketball'],
3060412,True,KECSKEMETI Elizabeth,Female,Referee,J,HUN,Hungary,Hungary,['3x3 Basketball'],
3062446,True,MANNO Timothy,Male,Technical Official,J,USA,United States,United States of America,['Surfing'],
3518627,True,PICSON Maria Karina,Female,Judge,J,PBU,PBU,Paris 2024 Boxing Unit,['Boxing'],
3521177,True,OOMMEN George,Male,Referee,J,GBR,Great Britain,Great Britain,['Football'],
4193219,True,KOWLOON,Male,Judge F,J,CHN,China,People's Republic of China,['Breaking'],
4652045,True,REY David,Male,Referee,J,FRA,France,France,['Wrestling'],
4654128,True,BARTHE SADRAN Marie,Female,Judge,J,PBU,PBU,Paris 2024 Boxing Unit,['Boxing'],
4654138,True,KUSSMAUL Holger,Male,Referee,J,GER,Germany,Germany,['Boxing'],
4968543,True,CAMPANILE Nicolas,Male,Judge,J,FIG,FIG,International Gymnastics Federation,['Artistic Gymnastics'],
