year,make,model,trim,body,transmission,vin,state,condition,odometer,color,interior,seller,mmr,sellingprice,saledate
2014,Ford,Mustang,V6,Convertible,automatic,1zvbp8em2e5205843,ca,41,64610,white,black,dtg operations inc,12250,14000,Wed Dec 31 2014 12:30:00 GMT-0800 (PST)
2014,Ford,Explorer,Limited,SUV,automatic,1fm5k8f89egb11958,ca,44,42635,gray,black,ars/avis budget group,27700,27800,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2014,Ford,E-Series Van,E-250,E-Series Van,automatic,1ftne2ew9eda66501,ca,2,30956,white,gray,enterprise veh exchange/rental,20300,18000,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2014,Ford,Expedition,XLT,SUV,automatic,1fmju1h55eef43140,ca,46,3739,gray,gray,bmw alphera/alphera financial services,31500,26000,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2014,Ford,F-150,XLT,SuperCrew,,1ftfw1ef0efa32124,ca,49,21266,white,gray,enterprise rent a car/ars,27300,28200,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2014,Ford,Escape,SE,SUV,automatic,1fmcu0g94eua23220,ca,1,18392,silver,gray,enterprise vehicle exchange / tra / rental / tulsa,18000,13700,Tue Dec 23 2014 12:00:00 GMT-0800 (PST)
2014,Ford,E-Series Van,E-150,E-Series Van,,1ftne1ew6eda16214,ca,34,13023,white,gray,midway hfc fleet/ars,19600,19000,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2014,Ford,F-150,XLT,SuperCrew,automatic,1ftfw1et3ekd46167,ca,42,20434,white,gray,enterprise veh exchange/rental,28200,29000,Thu Dec 18 2014 11:30:00 GMT-0800 (PST)
2014,Ford,E-Series Wagon,E-350 Super Duty XLT,Van,automatic,1fbne3bl9eda15231,ca,42,17210,white,gray,ford motor credit company,20000,20400,Thu Jan 08 2015 12:00:00 GMT-0800 (PST)
2014,Ford,Fiesta,ST,Hatchback,manual,3fadp4gx8em180197,ca,49,13235,black,black,ford motor credit company llc,16900,17900,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2014,Ford,Focus,SE,Hatchback,,1fadp3k20el333937,ca,34,3808,gray,gray,certified preowned ford&lincoln/mercury dlr unit,13150,12700,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2014,Ford,Mustang,V6,Convertible,automatic,1zvbp8emxe5302482,ca,1,29428,black,black,enterprise vehicle exchange / tra / rental / tulsa,16550,12300,Wed Dec 17 2014 15:05:00 GMT-0800 (PST)
2014,Ford,Focus,SE,Sedan,automatic,1fadp3f22el187082,ca,33,38254,black,black,avis rac/san leandro,11750,11700,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2014,Ford,Escape,SE,SUV,automatic,1fmcu0gxxeua07649,ca,41,34960,black,gray,ford motor credit company,15950,15700,Wed Jan 07 2015 05:00:00 GMT-0800 (PST)
2014,Ford,Explorer,Limited,SUV,automatic,1fm5k8f82ega23852,ca,45,38388,gray,beige,ars/avis budget group,28500,28900,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2014,Ford,Escape,S,SUV,automatic,1fmcu0f77eub01649,ca,37,40222,gray,black,jpmorgan chase bank n.a.,12800,12500,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2014,Ford,Fusion,SE,Sedan,automatic,3fa6p0hd4er358826,ca,2,16637,black,black,enterprise vehicle exchange / tra / rental / tulsa,16800,9600,Tue Dec 23 2014 12:00:00 GMT-0800 (PST)
2014,Ford,F-150,XLT,SuperCrew,automatic,1ftew1cm3ekd12186,ca,3,17076,red,gray,remarketing by ge/chase lease remarketing co,23600,23500,Wed Dec 31 2014 12:30:00 GMT-0800 (PST)
2014,Ford,Focus,SE,Hatchback,automatic,1fadp3k21el239727,ca,4,18048,white,black,ford motor credit company,12650,12300,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2014,Ford,E-Series Van,E-250,E-Series Van,automatic,1ftns2ew0edb04111,ca,2,18448,white,gray,enterprise vehicle exchange / tra / rental / tulsa,20400,17500,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2014,Ford,Focus,SE,Sedan,automatic,1fadp3f2xel170966,ca,43,37351,white,black,enterprise vehicle exchange/orange,11800,11600,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2014,Ford,E-Series Van,E-150,E-Series Van,,1ftne1ew9eda16207,ca,46,9455,white,gray,midway hfc fleet/ars,20000,19900,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2014,Ford,Explorer,Limited,SUV,,1fm5k7f88ega23008,ca,47,8157,black,gray,ford motor credit company llc,30600,32100,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2014,Ford,Mustang,V6,Convertible,automatic,1zvbp8em8e5229550,ca,,48854,green,black,avis rac/san francisco,14950,10400,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2014,Ford,Mustang,V6,Convertible,automatic,1zvbp8em1e5243970,ca,3,32950,black,black,enterprise vehicle exchange / tra / rental / tulsa,18500,11100,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2014,Ford,Focus,SE,Sedan,automatic,1fadp3f26el260602,ca,1,15678,red,gray,enterprise vehicle exchange / tra / rental / tulsa,12650,9000,Tue Dec 16 2014 13:00:00 GMT-0800 (PST)
2014,Ford,Focus,SE,Hatchback,automatic,1fadp3k2xel239712,ca,48,15277,white,black,ford motor credit company,12650,13300,Tue Jan 07 2014 13:00:00 GMT-0800 (PST)
2014,Ford,Mustang,V6,Coupe,automatic,1zvbp8amxe5202081,ca,4,24933,green,black,remarketing by ge/chase lease remarketing co,16400,16500,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2014,Ford,Focus,SE,Hatchback,automatic,1fadp3k22el248517,ca,2,16327,red,black,enterprise vehicle exchange / tra / rental / tulsa,12700,8300,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2014,Ford,Explorer,XLT,SUV,automatic,1fm5k8d89egb28147,ca,45,24442,silver,beige,ford motor credit company,28300,28900,Wed Jan 07 2015 05:00:00 GMT-0800 (PST)
2005,Cadillac,CTS,Base,Sedan,automatic,1g6dp567650140496,ca,29,143608,black,black,lucky imports,3200,4000,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2005,Honda,Accord,EX,Sedan,automatic,1hgcm56715a117396,ca,29,143419,silver,black,quality acceptance,4425,5500,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2005,Infiniti,G35,Base,Coupe,automatic,jnkcv54e75m401917,ca,29,88056,gray,gray,surf city nissan,8325,5200,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2005,Hyundai,Santa Fe,GLS,SUV,automatic,km8sc13e85u957064,ca,42,77116,silver,gray,billion dodge chrysler jeep,4700,6750,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2005,Kia,Sorento,LX,SUV,automatic,kndjc733855437474,ca,24,168859,white,gray,premium auto wholesale,1250,1550,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2005,Cadillac,Escalade,Base,SUV,automatic,1gyek63n05r275441,ca,29,169828,black,beige,red canoe credit union,5725,5600,Wed Dec 17 2014 12:05:00 GMT-0800 (PST)
2005,Chevrolet,Equinox,LS,SUV,automatic,2cndl13f256159238,ca,24,139403,burgundy,tan,tidalwave finance corp,3025,2800,Wed Dec 17 2014 12:05:00 GMT-0800 (PST)
2005,Ford,Expedition,Eddie Bauer,SUV,automatic,1fmfu17525la49577,ca,3,135099,black,beige,nissan of duarte,4925,4200,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2005,Dodge,Ram Pickup 1500,SLT,Quad Cab,automatic,1d7ha18d85s190371,ca,23,149899,white,gray,800 loan mart,5950,5000,Thu Jan 15 2015 04:00:00 GMT-0800 (PST)
2005,Ford,Five Hundred,Limited,Sedan,automatic,1fafp25165g115693,ca,19,97199,burgundy,beige,yucca valley ford center,3800,3500,Tue Jan 20 2015 04:00:00 GMT-0800 (PST)
2005,chrysler,pacifica,fwd v6 touring,,automatic,2c4gm68485r495672,ca,27,145844,white,black,first credit finance,2500,2500,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2005,Honda,Accord,LX,Sedan,automatic,1hgcm55455a194232,ca,22,203900,gray,gray,bmw of riverside,3125,1900,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2005,Honda,CR-V,Special Edition,SUV,automatic,jhlrd78915c017079,ca,34,82369,gold,beige,san diego sports cars,8350,10250,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2005,Ford,Explorer,XLT,SUV,automatic,1fmdu73e35za61086,ca,,188976,silver,—,apexcars net,1650,1600,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2005,Honda,Odyssey,EX-L,Minivan,automatic,5fnrl38705b114624,ca,,149801,silver,—,honda of stevens creek,4700,5100,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2005,Honda,Odyssey,EX-L,Minivan,automatic,5fnrl38665b049950,ca,,143973,silver,gray,honda of escondido,4775,4100,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2005,chevrolet,2500,slv 4x2 rg,,automatic,1gbhc24u35e148595,ca,2,213294,white,black,system electric co,3525,2100,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2005,Chevrolet,Tahoe,LS,SUV,,1gnec13t15r260989,ca,19,144546,red,gray,gosch hyundai,5725,6500,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2005,Honda,Civic,EX,Sedan,automatic,2hges26795h574035,ca,,156649,gray,—,honda of hayward,3300,4000,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2005,BMW,5 Series,545i,Sedan,manual,wbanb33575b089244,ca,27,116379,black,beige,a l financial corporation,5350,4100,Wed Dec 17 2014 15:00:00 GMT-0800 (PST)
2005,chrysler,pacifica,awd v6,,automatic,2c8gf48405r328736,ca,2,167846,green,gray,newport acceptance corp,2200,600,Wed Dec 31 2014 11:00:00 GMT-0800 (PST)
2005,Ford,F-150,XLT,SuperCab,automatic,1ftvx14545na03989,ca,,66228,white,—,huntington beach auto buyers,9775,10000,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2005,Chevrolet,Equinox,LT,SUV,automatic,2cndl73f256036008,ca,19,129281,silver,gray,jpmorgan chase bank n.a.,3475,3000,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2005,Ford,Freestyle,SEL,Wagon,automatic,1fmdk05155ga43207,ca,,98864,gold,—,apex auto wholesale - gary,3200,3950,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2005,BMW,5 Series,545i,Sedan,automatic,wbanb33565b115560,ca,,109431,gray,—,south county lexus at mission viejo,7350,7100,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2005,BMW,X5,3.0i,SUV,,5uxfa13555ly04531,ca,,80890,gray,—,desert fleet lease,7475,7200,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2005,Dodge,Ram Pickup 3500,SLT,Quad Cab,,3d7lr38c85g731707,ca,35,90936,white,gray,aaero sweet company,18050,19800,Thu Dec 18 2014 11:30:00 GMT-0800 (PST)
2005,Chevrolet,Tahoe,LS,SUV,automatic,1gnec13t55r222469,ca,27,117164,silver,beige,cig financial,7675,7000,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2005,Ford,F-150,STX,SuperCab,automatic,1ftrx12w55kc68919,ca,2,190927,orange,gray,lease plan usa/tra,3825,3000,Wed Feb 11 2015 07:05:00 GMT-0800 (PST)
2005,Dodge,Sprinter Cargo,2500 High Roof 140 WB,Van,automatic,wd0pd644155843564,ca,2,144331,white,gray,lease plan usa,5375,9100,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2005,Cadillac,CTS,Base,Sedan,automatic,1g6dp567x50105296,ca,23,91133,red,tan,santander consumer,5250,5000,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2005,Chrysler,Sebring,Limited,Convertible,automatic,1c3el65r75n638459,ca,,122339,gray,gray,honda world,1250,1500,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2005,BMW,6 Series,645Ci,Convertible,,wbaek73425b326706,ca,,81423,black,—,mercedes benz of san francisco,13500,15100,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2005,Ford,Mustang,Premium,Coupe,,1zvft80n555189330,ca,32,96587,beige,tan,cig financial,5725,5900,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2005,BMW,5 Series,545i,Sedan,automatic,wbanb33585cn67018,ca,,70995,black,—,peninsula infiniti llc,9275,9000,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2005,Chrysler,300,Base,Sedan,automatic,2c3ja43r75h506287,ca,19,102594,black,green,billotti auto sales,5225,4200,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2005,Chrysler,300,C,Sedan,automatic,2c3ja63h95h115998,ca,34,98955,gray,beige,m l sim,6225,7500,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2005,Cadillac,DeVille,Base,Sedan,automatic,1g6kd54y05u256684,ca,36,27466,silver,gray,billotti auto sales,5775,6400,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2005,Chevrolet,Silverado 2500HD,LS,Crew Cab,automatic,1gchc23235f970643,ca,,194988,white,—,james family auto sales,9425,10500,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2005,HUMMER,H2 SUT,Base,Crew Cab,automatic,5grgn22u75h107565,ca,39,56608,white,black,onemain rem/m&m auto traders,22200,24000,Thu Jan 08 2015 12:00:00 GMT-0800 (PST)
2005,Ford,Mustang,Premium,Coupe,manual,1zvft80n555141424,ca,,83719,brown,gray,toyota of poway,6125,6300,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2005,Ford,Five Hundred,Limited,Sedan,automatic,1fahp281x5g137300,ca,27,67736,gray,black,worthington ford,5275,4100,Wed Dec 17 2014 12:00:00 GMT-0800 (PST)
2005,Chevrolet,Monte Carlo,SS,Coupe,automatic,2g1wz121959146866,ca,26,134353,red,black,kern schools fcu,3475,1500,Wed Jan 14 2015 04:30:00 GMT-0800 (PST)
2005,Ford,F-150,XLT,SuperCab,automatic,1ftpx12535kd21597,ca,,103633,black,—,winn santa maria hyundai,7225,5000,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2005,Chevrolet,Silverado 1500,LS,Crew Cab,automatic,2gcec13t351210242,ca,41,101164,silver,gray,california republic bank,9000,10250,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2005,Dodge,Ram Pickup 1500,SRT-10,Quad Cab,automatic,3d3ha18h15g727268,ca,25,87162,black,black,phillips auto brokerage,16300,15500,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2005,Honda,Accord,Hybrid,Sedan,automatic,jhmcn36495c004319,ca,25,155546,silver,gray,cig financial,3825,3500,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2005,Chrysler,Town and Country,LX,Minivan,automatic,2c4gp44r05r589915,ca,28,158513,blue,gray,western motors/aide rent a car,1950,1300,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2005,Ford,Mustang,Deluxe,Convertible,automatic,1zvft84n855208611,ca,3,99870,yellow,black,tradewinds remarketing,5175,5500,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2005,Chevrolet,TrailBlazer,LS,SUV,automatic,1gnds13s352204857,ca,36,132371,white,gray,j.d. byrider,3225,2800,Tue Dec 23 2014 16:00:00 GMT-0800 (PST)
2005,chrysler,pacifica,fwd v6 touring,,automatic,2c8gm684x5r658014,ca,33,121035,blue,beige,remarketing by ge/drivetime,3150,2000,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2005,Ford,F-150,FX4,SuperCrew,automatic,1ftpw14515kc35463,ca,,155864,gray,—,livermore toyota and livermore scion,8150,8200,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2005,Kia,Sedona,EX,Minivan,automatic,kndup131756666834,ca,18,133727,blue,gray,veros credit,1250,1350,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2005,Dodge,Grand Caravan,SXT,Minivan,,2d4gp44l45r541123,ca,34,101074,silver,gray,douglas finance corporation,2750,3100,Fri Dec 26 2014 15:00:00 GMT-0800 (PST)
2005,chrysler,pacifica,fwd v6 touring,,automatic,2c4gm68435r426842,ca,32,142636,silver,gray,weir canyon honda,2425,2200,Wed Dec 31 2014 12:30:00 GMT-0800 (PST)
2005,Chrysler,300,Touring,Sedan,automatic,2c3ja53g15h691683,ca,2,120961,blue,gray,tradewinds remarketing,4550,3600,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2005,Dodge,Ram Pickup 1500,SRT-10,Regular Cab,manual,3d3ha16h95g734567,ca,17,87958,black,black,california republic bank,17650,14700,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2005,Ford,Explorer,XLT,SUV,automatic,1fmzu73e95ub43360,ca,23,138700,white,beige,top finance co,2900,2600,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2005,Chevrolet,Impala,Base,Sedan,automatic,2g1wf52e759149073,ca,23,75473,white,gray,premium auto wholesale,3075,3100,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2005,Dodge,Durango,SXT,SUV,,1d4hb38n85f595301,ca,,99909,silver,—,dons auto center,3600,6100,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2005,GMC,Canyon,Z85 SLE,Crew Cab,automatic,1gtcs136058145917,ca,19,180009,green,black,redline remarketing,4175,4400,Wed Mar 04 2015 04:30:00 GMT-0800 (PST)
2005,Cadillac,CTS,Base,Sedan,automatic,1g6dp567750222981,ca,19,128795,green,beige,valley kia,3775,3800,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2005,Chevrolet,Tahoe,LS,SUV,,1gnek13t25r129122,ca,,138591,white,—,imans imports,7000,8000,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2005,chrysler,pacifica,fwd v6 touring,,automatic,2c8gm68495r665908,ca,33,77735,red,black,cig financial,4500,6000,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2005,Ford,Mustang,Deluxe,Coupe,automatic,1zvft80n255258278,ca,31,70548,brown,black,honda of stevens creek,6550,6300,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2005,landrover,lr3,v8 se,,automatic,salae25495a327679,ca,32,106228,gray,tan,exquisite car sales,7175,7000,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2005,cadillac,srx,,,automatic,1gyee637850214481,ca,26,132318,black,black,quality acceptance,4200,3700,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2005,Dodge,Ram Pickup 1500,SLT,Quad Cab,automatic,1d7ha18d05s209995,ca,26,123089,gray,black,star ford lincoln,7975,6800,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2005,Chrysler,300,C,Sedan,automatic,2c3aa63h85h600648,ca,24,112973,black,gray,redline remarketing,6075,6300,Wed Jan 14 2015 04:05:00 GMT-0800 (PST)
2005,Ford,Five Hundred,SEL,Sedan,,1fafp24145g125432,ca,,144705,white,—,rent one rent a car,2050,1100,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2005,Ford,Taurus,SEL,Sedan,automatic,1fafp56285a232736,ca,1,1,white,tan,axcess financial,4225,550,Wed Dec 17 2014 15:10:00 GMT-0800 (PST)
2005,Infiniti,FX35,Base,SUV,automatic,jnras08ux5x100353,ca,19,106974,gray,black,balboa thrift & loan association,8375,7200,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2005,Dodge,Sprinter Cargo,2500 High Roof 140 WB,Van,automatic,wd0pd644155798979,ca,25,316490,white,gray,orange county auto buyers llc,2700,6500,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2005,Chevrolet,Tahoe,LS,SUV,automatic,1gnec13t35r216461,ca,43,128190,gray,gray,aaero sweet company,7000,8100,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2005,honda,pilot,,,automatic,2hkyf18435h527118,ca,,172263,black,—,dbs auto sales,4275,4600,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2005,Chevrolet,Equinox,LS,SUV,,2cndl13f056137366,ca,,,,,buena park honda,3250,27500,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2005,GMC,Yukon XL,1500 SLE,SUV,,3gkec16z95g140614,ca,,124639,silver,—,valley kia,4925,4600,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2005,Honda,Civic,LX,Sedan,automatic,2hges16535h518567,ca,19,178684,blue,silver,mas financial services,2400,2100,Wed Jan 21 2015 04:05:00 GMT-0800 (PST)
2005,Dodge,Dakota,ST,Club Cab,automatic,1d7he22k55s293829,ca,34,125132,gray,gray,repo remarketing/hughes fcu,3650,4400,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2005,Cadillac,CTS,Base,Sedan,automatic,1g6dp567050176037,ca,22,187255,blue,gray,western motors/aide rent a car,1875,1000,Tue Jan 20 2015 05:00:00 GMT-0800 (PST)
2005,Dodge,Ram Pickup 1500,SLT,Quad Cab,automatic,1d7ha18n95j625123,ca,21,166935,white,black,first credit finance,4025,3800,Wed Jan 07 2015 12:30:00 GMT-0800 (PST)
2005,Bentley,Continental GT,Base,Coupe,automatic,scbcr63w75c023841,ca,42,91330,black,black,ferrari of orange county,40200,44250,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2005,Chevrolet,Express Cargo,2500,Van,automatic,1gcgg25u551136787,ca,3,190531,white,—,lease plan usa,3225,3600,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2005,Dodge,Sprinter Cargo,2500 High Roof 140 WB,Van,automatic,wd0pd644955842288,ca,,154021,white,gray,lease plan usa,5225,4250,Tue Dec 16 2014 13:00:00 GMT-0800 (PST)
2005,Honda,Accord,EX,Sedan,automatic,1hgcm56825a135883,ca,,119907,blue,gray,toyota of poway,6275,5700,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2005,HUMMER,H2 SUT,Base,Crew Cab,automatic,5grgn22u55h111789,ca,37,36594,orange,orange,nova auto sales inc,25000,33000,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2005,Hyundai,Sonata,GL,Sedan,automatic,kmhwf25s35a174690,ca,,208404,burgundy,—,marios auto wholesale,425,700,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2005,Dodge,Neon,SE,Sedan,automatic,1b3es26c95d208201,ca,21,140830,black,black,south bay mazda,975,1600,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2005,Ford,F-150,XLT,SuperCab,automatic,1ftrx12595fb63266,ca,3,203750,red,beige,wells fargo dealer services,3775,1800,Tue Dec 16 2014 13:00:00 GMT-0800 (PST)
2005,Chrysler,Sebring,Touring,Sedan,automatic,1c3el56r55n622415,ca,,138892,gray,—,honda of hayward,1250,200,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2005,Lexus,ES 330,Base,Sedan,automatic,jthba30gx55091193,ca,38,66341,silver,gray,skyhigh remarketing inc,8975,11500,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2005,Ford,F-150,XLT,SuperCrew,automatic,1ftrw12w55kb89172,ca,,39169,silver,—,autohaus,10750,11100,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2005,Ford,Expedition,XLT,SUV,,1fmfu15575la45060,ca,2,109760,red,gray,veros credit,3675,1500,Wed Dec 31 2014 11:00:00 GMT-0800 (PST)
2005,,,,,automatic,1ftrx14w25fa34730,ca,19,122690,white,gray,motor city,5800,4500,Thu Jan 15 2015 04:00:00 GMT-0800 (PST)
2005,Chevrolet,Suburban,1500 LS,SUV,,3gnec16z85g253182,ca,,122356,white,—,m l sim,5950,5700,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2005,Ford,F-150,XLT,SuperCrew,automatic,1ftrw12w85kd22717,ca,35,132189,green,beige,stg auto group,7300,6500,Wed Dec 17 2014 12:00:00 GMT-0800 (PST)
2005,Ford,Explorer Sport Trac,XLT,Crew Cab,automatic,1fmzu67k75ua71102,ca,25,96153,white,gray,david wilsons ford of orange,7750,6300,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2005,BMW,5 Series,530i,Sedan,automatic,wbana73505cr61056,ca,35,131371,black,black,wells fargo dealer services,6325,5600,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2005,Chevrolet,Malibu,LS,Sedan,automatic,1g1zt54805f302364,ca,24,117798,gold,beige,livermore toyota and livermore scion,2750,650,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2005,Chrysler,Sebring,Touring,Convertible,automatic,1c3el55r65n633828,ca,,112405,green,—,south county fiat at mission viejo,1300,2200,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2005,Ford,Econoline Wagon,E-350 Super Duty XLT,Van,automatic,1fbne31l05ha98901,ca,19,72412,silver,gray,wheels/cox,5625,5100,Thu Jan 08 2015 12:00:00 GMT-0800 (PST)
2005,Dodge,Ram Pickup 1500,SLT,Quad Cab,,1d7ha18n95s357524,ca,2,130571,silver,gray,select remarketing group llc/loan max title,5975,950,Wed Dec 17 2014 11:00:00 GMT-0800 (PST)
2005,Chevrolet,Equinox,LT,SUV,automatic,2cndl63f856146474,ca,19,131271,silver,gray,coast acceptance corp,3350,2600,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2005,BMW,5 Series,545i,Sedan,automatic,wbanb335x5cn68221,ca,21,125243,black,black,mas financial services,5800,5300,Wed Feb 18 2015 04:05:00 GMT-0800 (PST)
2005,Ford,Freestyle,Limited,Wagon,automatic,1fmdk06125ga70556,ca,19,135348,black,black,onemain rem/delta dealer,2300,2600,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2005,Dodge,Ram Pickup 1500,SLT,Quad Cab,automatic,1d7ha18d85s207394,ca,19,195323,red,black,titlemax/tyler tx1,4350,1400,Tue Jan 06 2015 12:00:00 GMT-0800 (PST)
2005,Chrysler,300,Base,Sedan,automatic,2c3ja43rx5h511631,ca,1,1,blue,black,county financial services,6550,1000,Wed Jan 07 2015 11:00:00 GMT-0800 (PST)
2005,GMC,Sierra 1500,Base,Extended Cab,automatic,2gtec19t151322660,ca,19,96669,gray,gray,santander consumer,9300,8700,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2005,BMW,X5,4.4i,SUV,automatic,5uxfb53515lv13643,ca,33,126345,silver,gray,san diego volvo,5700,6600,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2005,Ford,F-150,FX4,SuperCrew,automatic,1ftpw14555ke05419,ca,37,140251,blue,black,clear view systems,9175,7100,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2005,Chrysler,PT Cruiser,Touring,Convertible,automatic,3c3ey55e15t298363,ca,1,1,purple,black,credit acceptance corp/vrs/southfield,4250,300,Wed Jan 21 2015 07:00:00 GMT-0800 (PST)
2005,Dodge,Stratus,SXT,Sedan,automatic,1b3el46r95n697089,ca,21,115315,blue,gray,honda cars of corona,1875,1450,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2005,Cadillac,STS,V6,Sedan,automatic,1g6dw677550210979,ca,2,131529,black,gray,cig financial,4175,3600,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2005,GMC,Yukon,Fleet,SUV,automatic,1gkec13t85r223158,ca,22,142643,gray,beige,first credit finance,6500,5600,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2005,Chevrolet,Equinox,LT,SUV,automatic,2cndl73f456108892,ca,26,171848,gray,gray,quality acceptance,2025,2400,Tue Dec 30 2014 15:00:00 GMT-0800 (PST)
